datetime,open,high,low,close,volume,pure_bond_value,convert_value,pure_bond_premium_rate,convert_premium_rate
2010-09-08,111.0881996712903,111.48680046384311,110.7604846046786,111.0551744680959,5513071.0,90.56453487782036,89.64202224175963,22.950212568294518,26.961176030274235
2010-09-09,112.36660642910196,113.0182660636111,112.1281728246109,112.44132083894466,4265168.0,90.62403908329051,89.9198055768495,24.322198667039608,27.82100511236603
2010-09-10,109.78568746319756,111.40756906768992,109.59782742917136,111.20794434663839,54933537.0,87.4748794309294,95.67565147808523,27.173027110209556,16.543901591026263
2010-09-13,111.10187594263853,111.71431386046088,110.99166379987253,111.11884758963576,16879482.0,88.22698628937783,94.8270893830036,26.014381210537156,18.530168296266435
2010-09-14,111.74028635441015,112.03495414329709,111.47473059370606,111.59189165808247,7490508.0,88.97177783398669,92.80201732093471,25.58697151545663,23.90629890202374
2010-09-15,109.77200548729107,109.80215324072205,109.15284759626562,109.31956123014587,9558086.0,88.34815265514455,90.74542412215168,23.87784882477517,21.9811188208497
2010-09-16,113.68534606547577,114.67057737608272,112.79033873656093,113.65212171754573,20448457.0,88.21964033293564,92.25536905744528,28.955847646798,24.973829942293445
2010-09-17,115.28886703079507,115.6681338236049,114.83612685456133,115.38158894331258,4363296.0,88.08606166441606,95.45322851566797,31.107146344116924,22.680822921227435
2010-09-20,109.60879604035749,109.81541765290302,109.3894768265026,109.69666696796514,5166527.0,88.118092501036,90.28525360732654,24.6144795154269,22.919950041991456
2010-09-21,113.33461456535778,113.88992178619597,112.95612205593933,113.30317288116959,2037492.0,89.0436716850422,89.84358853875256,27.34146923531479,27.004825625033128
2010-09-27,111.11947791083729,111.74920796698399,110.9772952214655,111.62648416989703,4565542.0,87.70090728945216,92.84725622900851,27.386222064587294,20.598958298708013
2010-09-28,113.32335400546782,113.64352290296833,113.04374796663184,113.37805784740839,5187821.0,87.05399888369318,95.60764196266602,30.36022636555888,18.83383037504571
2010-09-29,112.40665604276641,112.99920366869873,112.21036857852263,112.67998058591164,4184590.0,87.99145999954595,93.38335283741061,28.18534472048636,21.51539148614321
2010-09-30,112.34291643933109,113.2228111762986,112.11485986655644,113.00695700098807,5876042.0,88.97818974677173,93.13565526025852,27.10066033831957,23.133049167313644
2010-10-08,115.72122454131049,118.68959253934871,115.48884023442173,118.36664066172612,8057956.0,89.10767211235702,97.09040390761628,33.28119396313407,24.65161366123121
2010-10-11,116.93878335369067,121.1775595541117,116.45950923211079,118.65639734106576,16867811.0,89.64560752423061,95.376924013021,32.979266064772716,30.26306721756012
2010-10-12,120.82319619485244,123.35224251658241,120.56465549308642,122.96756778009963,9078439.0,91.06418585846092,97.34042930633778,36.07635846324462,38.83578660711384
2010-10-13,119.31955483112164,120.16611664374113,118.58956284438663,119.44840514688693,8436012.0,90.19685844416769,95.00928191682277,33.128133142864186,32.31087177839481
2010-10-14,115.48535362524143,119.22527805455732,115.44132785886033,117.998615496709,23226467.0,89.15590190096067,94.38302473920808,32.75121029636578,28.88054626753608
2010-10-15,119.9040003830696,122.5600531193716,119.52015259709978,122.33252755648049,20769071.0,89.11583202876045,100.99122845163366,37.89823780810418,25.285048314438328
2010-10-18,123.6369471353164,126.43705747842283,123.01487824505381,124.56514598762062,16692751.0,89.0117031043475,100.37701444667209,40.49712568956429,27.44606061790534
2010-10-19,128.29776734612588,129.57059048152098,127.20949445244167,128.21215109450307,10137523.0,87.51126607476994,109.1298089968723,46.91582770959927,19.137049724178183
2010-10-20,122.98430087501643,124.17101908379229,120.47604752946609,122.8330087433554,24967417.0,87.26861707558297,103.4528494285092,41.13806969689336,20.901225765368523
2010-10-21,122.32117340818361,122.78731539107721,118.94544157365216,119.83926988872742,18038497.0,86.82540040444056,102.12611541513131,38.44780415990867,19.12083666024392
2010-10-22,121.47447199028893,123.07565176717145,121.16974173574756,122.00119847022661,8348426.0,87.0648713937693,103.13635993915499,40.54496432422111,20.165366972744323
2010-10-25,121.20776386647584,123.13782025082747,120.70876366361303,122.92350354449567,13205969.0,86.71776853456949,104.84820417323408,42.02794777648653,18.93065716344632
2010-10-26,119.87496797049698,120.68534057699806,119.53855065822067,120.31821543639309,11820352.0,86.67082616977059,98.66326796204547,39.06416687989494,23.060314170677827
2010-10-27,125.84642338842387,126.85178939589153,124.51374916151629,125.46755195911007,6696612.0,87.68192486576793,102.75096189588108,43.84888712998454,26.280673760134235
2010-10-28,124.29424347061973,124.57244163878357,123.11921136844389,123.7970295005857,6416076.0,86.69488951114357,103.15051023153404,43.438549567056256,23.612894725467715
2010-10-29,125.58301430762917,126.14049444620126,123.65190032579694,124.95368553119182,5350572.0,86.83578494658141,103.58933371375994,44.496866203090065,22.637839655965752
2010-11-01,120.60464476234458,122.41644823310503,120.56024638522526,121.9659088637753,10612487.0,86.35158320078037,101.94959834400738,41.5269568471085,20.889232370564976
2010-11-02,120.31853116984949,120.98263850908732,119.90373494690314,120.55325454916829,7622767.0,87.35798695144426,98.72664710948138,38.449644307323055,24.514103465067212
2010-11-03,129.78064809719876,137.674037370519,128.96857116260753,133.37103276691138,6166251.0,84.46052337180242,105.41562282296002,58.44800069067899,29.521636674974793
2010-11-04,134.3326432983758,136.1563215915189,133.24876156415343,135.5371333313503,3294664.0,86.00072878745753,110.75476621594797,58.75447671094837,26.850823625868983
2010-11-05,132.38974255362953,134.3381854228341,132.1448609188108,134.14803413123335,6008397.0,86.28572779400228,113.65365263114273,56.77144149106659,26.30505222138284
2010-11-08,138.68463253368256,139.52995652754905,136.76987216166285,137.3615881124745,2993390.0,84.99181006387406,118.95569385562857,62.43790735059581,19.021710287633752
2010-11-09,147.71309028684226,149.64969833709114,144.9371023942259,146.11131054116777,5588821.0,84.46943673127124,135.94077433344174,74.00831367973676,11.796542896471367
2010-11-10,137.2020362126209,137.92577462124657,134.57747096888434,136.53294334265098,7533727.0,84.40115293715847,123.02484333958478,62.49656863910784,14.899961929029285
2010-11-11,123.42892372102546,125.62653554583827,122.65801239581954,124.5556591252422,16634479.0,85.38241178710196,102.83685590919919,46.36143247024448,24.226595781478935
2010-11-12,126.16143080909158,126.42509147012642,122.64484208115306,122.97081766443888,16180146.0,84.81902487460867,103.21958567312679,45.46107785348784,22.176401792004842
2010-11-15,126.68876144775952,127.13191662214082,123.93375900632361,125.62426911843635,11689842.0,84.4096804723537,114.03820596236461,49.31470814226574,13.09871629115261
2010-11-16,122.64367757807612,122.83133885577762,117.99298280445797,118.91360792768123,8166070.0,86.79889428445996,94.93420857111192,37.945887244757884,32.59543572158945
2010-11-17,121.91422860479398,123.73379246239081,120.77091651314268,121.469705720489,5959980.0,86.65324210197014,100.1193460595673,41.262160075017036,28.085135373071722
2010-11-18,119.61418089983158,120.66939815449719,118.60806490828128,119.70358052266828,4951171.0,85.57106992539744,98.79526249927542,40.527669445046435,24.436913192414483
2010-11-19,123.17492468938639,123.39410671994024,120.09205950482712,122.19407491323925,4776352.0,85.33366680089742,102.62852587162753,43.98256742235497,23.656989485238945
2010-11-22,121.9794194575343,122.60116593792418,120.92917823998619,121.43544161135475,2730274.0,89.19717185044432,92.78794753519243,38.222721953877155,48.8566220527317
2010-11-23,120.24344581181842,120.26409217749023,116.97075658647236,117.68905588593205,6128698.0,85.82806048744773,97.1032986999033,38.02810470305438,28.302661836266036
2010-11-24,118.1113026574298,119.55996615967464,117.55303562359853,118.13976999962479,13352413.0,83.8010305049282,102.03619367256692,41.325905152933785,17.92290828110994
2010-11-25,118.5134807364537,120.64027466976863,118.3185170940835,120.22410746970263,5018754.0,85.2099251481543,99.0091250248966,41.93088016435952,26.877063149180053
2010-11-26,120.6771287881722,121.68428464132587,119.83967335258347,120.80271352689641,3485685.0,84.94950306381672,99.11953400817914,42.910241868700126,24.962257627754656
2010-11-29,122.7306584025683,122.8549171850901,120.51011812467524,121.1751491396951,3650973.0,85.75363366195806,98.83774036997809,42.489434616963756,30.396766967682314
2010-11-30,120.86130691293003,122.37693273339735,119.14951630752074,121.05701248287853,8917174.0,84.34211766952174,100.63741111708708,44.35403159795917,26.000914257644855
2010-12-01,116.8253410739868,118.55849872991676,116.7219028392486,117.99590620407646,6497212.0,85.03205777196435,95.60846298726281,39.4617702771281,28.775485798508655
2010-12-02,122.34792037192923,123.6403157268559,121.72582757414774,122.51998700778339,5690330.0,84.03508507195542,102.86608703795737,46.25903830048521,21.892664298573187
2010-12-03,125.59480739484036,126.13781250070893,124.70984932583414,125.54560893032783,3085665.0,85.02583102141678,104.2457907936539,49.159924521099995,31.475746938763603
2010-12-06,122.65622845839964,123.38137291441521,122.2086115340027,122.55809433648373,3816975.0,84.16381820991754,104.27428917821051,46.22380989836192,21.781403074659906
2010-12-07,122.58169456196742,124.7126093583517,121.27296081562314,124.36641281625653,4464611.0,84.42781794727469,104.70486815330608,48.053254693566814,23.600654205013605
2010-12-08,123.28795210504606,124.11044780840109,122.29907149431207,122.53785522905505,8387940.0,84.51773837132838,101.36009732700758,45.5647874496718,23.756976164481383
2010-12-09,125.55683272250747,126.69105594699565,125.09590388033169,125.69112344946974,6246734.0,84.15785871597863,106.30442986650306,50.0831117263197,22.39904649842622
2010-12-10,123.40709253207528,125.13034154283186,122.77759877193768,123.51796019931363,12089289.0,83.7075675294552,94.19728304420549,48.02444167155736,33.32553792536517
2010-12-13,132.117282166644,134.9830217574843,131.7189186034672,134.64295889029182,5048102.0,83.58155023801024,116.97447638046934,62.017770945713856,21.69771672291883
2010-12-14,136.9615166658679,138.75182238228587,136.42308204008134,137.97291378061388,3651325.0,83.81277511232224,117.0319250571231,65.65035624437704,25.38977679023368
2010-12-15,127.38326570371989,127.99522798312928,126.26254604587943,126.82747257590005,4787942.0,84.16257446092706,101.87783534798457,51.430587261541596,29.970794057906296
2010-12-16,120.82411405004714,121.31598777974105,120.61336680212035,121.11577465574278,2922524.0,87.17697419983548,90.56919096534364,40.538751485531,47.12230111992237
2010-12-17,123.03735649230086,123.61126564336972,122.6704320688407,123.36384228983269,4463872.0,84.55050274270856,101.13339000394727,46.545796018075784,26.20041137373563
2010-12-20,123.06727499563455,123.46037644317968,121.27766036163246,122.44615248345453,8962415.0,84.25084986876864,93.29381566170501,45.82672826828483,34.401809481618514
2010-12-21,121.90335430483564,122.79160239966667,121.19738606178471,122.51151863987803,7420864.0,85.62418439282811,97.85852142568575,44.02417747859279,31.635998061964216
2010-12-22,126.11104618431905,127.11985360571336,125.08431006872728,125.55534961430796,2572778.0,87.79589261681343,97.19055983337853,44.941173922856926,43.35058288103365
2010-12-23,122.47759836173293,122.63946030236656,121.32215044958137,121.70767195813762,4999429.0,83.95890880894599,99.97734421382923,45.26244897455289,23.687574785680532
2010-12-24,123.24270791989103,124.4002870246721,121.33537532870704,123.19374853091628,7043506.0,84.60356674440258,102.78827774440741,46.20155514090568,23.26091249643289
2010-12-27,115.9557550071099,116.31586719772257,114.52235943944416,114.64085048386058,5639331.0,85.0800666448201,91.40977457467916,35.08695663716139,27.76093679007315
2010-12-28,126.24064235501534,127.30371855101339,124.48964438659738,125.28671797788905,6297063.0,84.2058964422303,106.33044404483486,49.575702564497135,23.59877102212571
2010-12-29,119.12656615872989,120.03982169893467,118.26739522080804,119.52110409673638,5042819.0,85.51802969515664,97.13947546772945,40.52837505891049,28.15407668250635
2010-12-30,121.45146136261229,123.42061843484797,121.07803104548104,122.80465929067768,9600882.0,85.1519137124589,103.08072842910681,45.06103147484783,24.064596439097993
2010-12-31,129.0200019568268,131.54996423605567,128.31433586351412,130.33233459648082,12438505.0,84.13890624630532,115.8698083339517,55.80362303385335,18.5642108057359
2011-01-04,132.18509414540355,136.46258884657414,132.0199110127372,135.5491889023695,7498826.0,83.57086929348677,117.75467445009392,62.88093453429911,20.56968532628974
2011-01-05,136.53367027777202,138.54506634762964,136.07465649730574,137.55870388423793,4489761.0,85.00607065480767,119.12900667594558,63.30003439165247,25.39912119132845
2011-01-06,133.92247998037277,134.87672720809462,132.70322330507526,133.3455903498208,3032524.0,84.6338208484088,112.44947977453764,58.445382745330285,24.490297115307254
2011-01-07,123.58668794283209,124.9849832443683,122.26668222298578,123.02238683992358,5372522.0,85.33900509459059,103.8998814115233,44.79780944697853,22.85022143987498
2011-01-10,125.66819685114017,126.22545948465036,124.64401697474345,124.78488899555622,5010385.0,87.14786643842737,100.86295979041532,44.742462077165726,36.66123758483629
2011-01-11,136.5018471972419,136.83785281820798,134.28715399235432,135.61120183903202,8880324.0,85.53891537411248,121.37729067860587,60.08625185031538,22.41537608592885
2011-01-12,126.91610158852181,128.01239623849472,125.54941603090701,125.9865364601867,6800788.0,85.66810261524104,107.3602966916628,48.06178922024918,24.30826915241293
2011-01-13,124.32521857251434,124.53265578627473,123.30604387296161,124.00166277591879,4524837.0,85.14432914761349,105.5971175905563,46.36543620468538,22.210965441517562
2011-01-14,127.2332386525172,127.2951073117293,125.31676543599949,125.41788692322554,3380199.0,84.1957885014462,108.99180779075435,49.431547279612836,17.714191280957124
2011-01-17,127.4391208940696,127.71246056118949,124.62811952474621,125.02108611618668,6005886.0,84.64128318231482,108.18907061757416,48.50158476449602,20.441500921812366
2011-01-18,126.09533448886759,127.34777343274392,125.3589962556859,126.72667239235267,7309750.0,85.16269264107528,109.35470893824001,50.16425835158521,25.680939631095455
2011-01-19,124.43840819131793,126.52999392859313,123.38336878086778,126.07347997954896,7635792.0,85.01109161158398,107.82723791547754,49.3911733882615,22.77191650873937
2011-01-20,124.7807988610671,125.42015316371847,119.26487648941666,120.41621414291644,9060762.0,83.25538561669538,96.87515762581558,45.31665593251429,29.501590542440024
2011-01-21,117.63484214351155,118.07560015369921,116.73140312042459,117.11639371679118,10292830.0,84.38961931053947,98.23983999664817,39.3458672523203,22.959705699676377
2011-01-24,119.82282179863947,119.97290789475048,117.25144077823575,117.44002632584841,4826815.0,87.24147054239701,92.97734462953315,36.26775501890999,41.99750043995885
2011-01-25,114.37085795318646,115.33773128068229,113.92073629997087,115.0794725306734,6756336.0,84.64137763312837,96.54619743701318,36.425841385167935,22.238133901570315
2011-01-26,114.94376547417293,116.08276982281005,114.83581937640949,115.6341512260139,3393477.0,84.93092878958662,92.43416810233278,36.894558218399595,30.68945059076575
2011-01-27,121.6712540053892,123.493509059186,121.05163083571921,122.90931849087839,3621683.0,84.86204841111162,102.86919251560668,46.16092639482803,28.303355946282434
2011-01-28,131.79455966063495,132.65787976647326,131.30530139104263,132.0519843260605,2180307.0,83.9847066988273,113.58661901796398,58.644187101541206,23.271691464963425
2011-01-31,116.44777010974632,117.18647287488038,116.30659068629987,116.80544435892966,7538658.0,84.07723850443938,98.29023172730477,39.342509483809984,20.879947840185874
2011-02-01,126.15205768327142,127.01907104010047,125.45088337200501,126.21817042753588,2334611.0,84.29403380884439,109.55185799026047,50.729519426705345,19.672454464919426
2011-02-09,127.2523042982886,127.64342832476999,124.51283579971992,124.80079289546815,2988515.0,83.54564416457671,110.20827668042489,50.10602899520331,16.814376601790524
2011-02-10,121.97298625636044,123.06332430091786,121.01407626465273,122.91226281812762,4291949.0,84.02746520804418,105.67791895600345,47.28739775600783,20.822244525226186
2011-02-11,113.50436160201035,113.95627533691297,113.11036999642137,113.48066336241101,5177969.0,85.25055112143389,91.38796716264622,33.95897783968965,30.480731976977843
2011-02-14,116.56755189203344,118.92912244197488,116.4787404634005,118.57966495039969,11892866.0,84.12781150363587,101.79318160442571,41.517802910509545,18.845780691920687
2011-02-15,116.76343798046186,117.7570439506812,116.1998838086655,116.40124920568094,17972941.0,84.26019278694008,98.40657751578331,38.25770284720235,19.10446545906983
2011-02-16,124.54051520568848,125.60989636177639,123.57243057379306,125.09519176554826,7349026.0,84.12572414749927,109.27109956588806,49.644215980838815,18.314742415688826
2011-02-17,122.06280648140952,122.7903049272243,121.33277811589649,122.0761943815551,6125396.0,84.89806557264215,103.7664737390856,44.880627359439295,23.231793594422307
2011-02-18,127.34390713545173,127.87176202222531,126.35117356692375,127.4043107848565,6507801.0,84.5132950114332,109.75441096984987,52.11659577903504,22.811673060178087
2011-02-21,124.36486309917927,125.16005965446399,123.58278457542502,124.85438342150925,4697050.0,84.03569480199275,108.95263602697439,49.45301175733706,17.155962476341532
2011-02-22,114.26455529243981,114.3764519703799,113.24838004703109,113.35353096694016,4852110.0,85.10415060085201,92.83285929910905,33.773988820678014,26.3110632468761
2011-02-23,123.57432508431512,123.8522483111176,122.53242113388869,123.01339905251274,3875936.0,83.2734774926366,107.58802816625456,48.439900391595735,17.423501516717508
2011-02-24,130.16301194965712,131.37025109607634,129.8690184183772,130.63556072977468,2700998.0,83.70305375431597,115.07132186310392,57.11428467322079,17.457939794253825
2011-02-25,114.08185416536661,114.4571087861028,113.57132034911668,114.02958801366108,5929250.0,84.83668606722604,95.35444765725852,34.91604545718261,21.564810452030187
2011-02-28,117.03645687503862,117.52607371746775,116.38205237786894,117.30319781884717,6344168.0,84.34269339153693,100.64290616013005,39.560391289039,18.450304103106976
2011-03-01,118.54175322347692,119.540498728841,118.29080978091754,118.88053867486369,7799575.0,83.8492867996141,99.70167670782062,42.23517027196994,20.807884340326236
2011-03-02,119.4814651115184,121.11390236375473,118.7785544386987,120.17037528123558,6286989.0,83.36507854909559,103.27374003930974,44.887050243781246,19.03842438300751
2011-03-03,115.22274903902901,116.51646253836324,114.80333010464273,115.51248301579811,13030050.0,84.33781605362218,99.24821404399832,37.60682294472393,18.596967038898548
2011-03-04,113.6269553054729,114.76774722440992,113.53676676763507,114.32858355771666,9130581.0,85.68019151466923,95.40055367039622,34.0653454828121,21.32483500210994
2011-03-07,109.68983357708593,110.35600432685072,108.95235488242467,110.06364030313713,68802004.0,83.27980119225452,92.04857093788138,32.371900166875946,21.081036476552335
2011-03-08,111.42480131797086,111.65932764682495,110.9120880480498,111.25375464673111,18273545.0,83.45229445552572,93.38206881011868,33.52026483693778,20.523767228679496
2011-03-09,111.90417886955339,112.97188207295326,111.86207188815064,112.64749758483212,17195699.0,83.62906063951804,94.31509256098283,34.96085402729486,20.519853638575555
2011-03-10,112.1217505918384,112.20024561035407,111.3562651315679,111.57901402780735,11133529.0,83.11446025920442,92.7829995951149,34.37446688049225,21.352338349772115
2011-03-11,111.90298408301533,112.20740895589367,111.50476339962302,111.67098904686931,11337763.0,83.96132362245534,91.62102424828424,33.39984241146159,25.330742470679617
2011-03-14,112.75188293954217,112.94014154718033,112.34634886000609,112.60021409586955,5495468.0,83.07615754110475,93.99637691805322,35.686755997760336,21.251682993077207
2011-03-15,111.87865422643992,111.93925158191206,111.17478140557814,111.69642852175481,9875865.0,84.47309090969755,91.33470567168547,32.60637609718237,25.038947954088073
2011-03-16,115.81262864446454,116.8516468232431,115.66187043183315,116.60835554312506,3786393.0,85.08884762862704,95.36279401026255,38.01421719615475,29.64071378874301
2011-03-17,113.63233157480019,114.29862258058917,113.23847253041977,113.51880286645384,6916560.0,84.25136240132377,94.6039319347479,35.0179505393288,21.808529987016666
2011-03-18,114.0297121525114,114.42511924623216,113.84674920076401,114.08916587106782,6667305.0,84.32086604433124,94.71147352580991,35.53061527578234,22.680666963878206
2011-03-21,112.14655613286821,112.26533838206545,111.68919334190103,111.76698127483463,7283941.0,83.4229948084423,93.42625825556524,34.03079719456817,20.421567537065446
2011-03-22,116.6395485063282,117.0965307109965,116.2775911650129,117.04291480487919,3795546.0,84.086210267561,101.05046815841514,39.23410854638568,17.356573312350847
2011-03-23,114.86813747794726,115.5107309454095,114.81024474329129,115.40786228096601,6578546.0,84.6647890670674,98.08796370082386,36.561441268237694,20.345996044505885
2011-03-24,114.83145920751146,115.44940743650263,114.67052130712078,115.02319905364647,4905989.0,84.15872705878468,98.2985777237984,36.676867712769024,18.619557007323085
2011-03-25,113.10916092038099,114.25480656154417,113.01993653290853,113.7682207814484,12919215.0,84.4836297134462,96.04371506386417,34.88400081560683,20.35628859147402
2011-03-28,113.42324787375311,114.14492671289959,113.25878281463038,113.50457565827686,9907951.0,84.54292039829426,96.22225014176999,34.506262603115424,19.518252537704313
2011-03-29,114.02148619992514,114.66406304734585,113.74367897012019,114.19447750509133,7830972.0,85.40565762790368,96.06349876441902,34.129707923511916,20.269556510264625
2011-03-30,114.31493334113259,114.57113757295693,113.89863881522004,114.09686409826537,6051858.0,85.04361060479278,97.18356701444415,34.45843504507211,18.934982238380346
2011-03-31,114.83267669045983,117.0044744640917,114.65213344519113,116.30599448409976,14244275.0,82.46421826048712,92.81538907070386,41.38655270121505,26.717771557906598
2011-04-01,111.99360207877183,112.47656670273507,111.95723829687702,112.34724435165776,5981224.0,83.75716902063857,93.35526974824887,34.32506502513531,20.987375125526146
2011-04-06,111.99063370854495,112.80338716599886,111.83873907283154,112.56707900074795,9936792.0,84.17783461744999,94.18427424406188,33.90337068681723,20.765497591214544
2011-04-07,118.7092185512164,120.21032654825598,118.18358379258103,119.93241475321133,7617894.0,86.31618477286506,102.90958895621283,39.5041077675011,21.585977097620418
2011-04-08,113.95476889578848,114.6092626234888,113.82513714910553,114.4861849220944,7643608.0,84.89031191316981,96.21480776559972,35.23198983706386,20.479126110064776
2011-04-11,113.39451486957378,114.5518292820665,113.31893516105592,114.04445649344251,13850935.0,86.75338146698402,91.3758715179589,32.33556464239418,29.789227864494347
2011-04-12,114.09907397911934,115.24163252302986,113.84585343367219,114.52522256297665,12951979.0,86.99199773540398,93.374307285211,32.41923061800054,26.06622741102344
2011-04-13,112.75799374453464,113.52647851522804,112.57534805125684,113.35493908366442,7857449.0,85.54110296789709,93.46958604612006,32.85620956254377,22.231158609721806
2011-04-14,115.92844846178204,116.93689336561707,115.86017757692828,116.50198029390727,14390321.0,86.66702500056809,95.20951952708353,35.04761929679678,24.951336047166702
2011-04-15,115.4860278518448,116.28053855449846,115.26876072634573,115.79913074632415,13485534.0,85.19928375232305,96.50667613606551,36.29970258646042,21.835030644726412
2011-04-18,113.72280504502332,114.90956457648345,113.6735231810534,114.66298486624677,7898239.0,86.87503116660562,94.53943865366698,32.43303058613446,23.276436727402146
2011-04-19,116.30694667508084,116.54484693520192,115.00093159474619,115.37051341678719,10525098.0,86.45340767036089,95.0046556763557,33.9778967863007,23.895577302558134
2011-04-20,114.86653722160156,115.22621481842843,113.98023023107694,114.5716736479021,9753288.0,85.67741236117502,94.35753634010396,34.0737673090244,23.096176243232023
2011-04-21,114.29400347568429,115.24104741766271,114.07371679214121,114.91800267930037,6886126.0,87.5619912300472,94.20777221645378,31.73795503374467,24.165292036974055
2011-04-22,120.91323498350735,122.11568231802639,120.40219993124232,121.49076596273719,9680373.0,87.22312536079963,103.57076983073895,39.7258770598509,21.96488689309803
2011-04-25,115.82572027466207,115.95230643739144,114.90211709391845,115.08075503564,9210299.0,85.96857064360236,95.24227716354268,34.126556413434564,22.435407519039284
2011-04-26,114.19891201744237,114.76148982010406,113.99138125572694,114.41400456977146,5602906.0,87.29023289953464,93.15089436133677,31.58178185873545,25.570793931506255
2011-04-27,119.09902154923404,120.84295245079218,118.88347298896673,119.64372594038122,6255814.0,85.75737664374293,101.31231318614971,39.672665951129616,21.43102731969013
2011-04-28,116.75915292020744,117.2679065888771,114.44233027185805,114.74478497377385,7146119.0,85.74728491681991,95.09994298566815,34.1087216734566,22.41688487809957
2011-04-29,115.87935680781085,116.32141415526812,115.16738509188498,116.07704084524248,8381784.0,85.43655600898329,97.55736796920561,36.15998066820858,20.795723231020986
2011-05-03,117.29026761955444,118.45605074020739,116.74986917709198,117.96100357041217,3513880.0,85.11610998116043,99.82269044218926,38.728207528430104,20.248472693945153
2011-05-04,114.94214329639608,115.30074949568473,114.43518797579286,114.84224647615987,4868978.0,88.093948300362,92.72233059701648,31.160286566318437,28.84023113655473
2011-05-05,113.67877233457322,114.25834725151134,113.58065576437193,114.0875360797966,6295005.0,86.85747648705603,94.35264152188918,31.804041797536303,23.732861446766123
2011-05-06,113.06659785429281,113.50280203932516,112.79546550673365,113.15282423623844,7738148.0,86.44148292273553,93.34269177741237,31.250644146454682,23.380000233182404
2011-05-09,117.4833736887195,117.93483254418379,117.36334187137379,117.58626041476738,7426138.0,86.54669471146374,98.8822981731554,36.309361844366485,22.53600711325321
2011-05-10,119.0035021284821,119.39757434788946,118.63109419670484,119.20647459681709,4671639.0,86.75892404843354,96.47848001099828,38.035870879684836,29.568336543063364
2011-05-11,118.13684496300817,118.77105302366056,117.97945406226991,118.51253118037187,7287822.0,87.90264211158012,96.8724385454941,35.46428989290627,27.589118512320965
2011-05-12,116.1201757379027,116.39404536696767,115.88551209293533,116.06176566815468,8172995.0,86.88956533046945,93.81651575799324,34.02050030769627,25.710194926364206
2011-05-13,118.45241771921098,118.75177471435198,117.7995086447284,118.338550726041,6093251.0,86.87474048228113,100.29252977755225,36.68552477601858,20.52979199300997
2011-05-16,118.31097365397848,118.58794782174226,117.94052276695363,118.1483069687879,3958852.0,88.28412612810483,95.94973783134604,34.55751697502205,27.244142177100837
2011-05-17,116.54802538455867,116.67415996147467,116.07453805145825,116.372291783114,5398006.0,86.96660045183349,95.63325059173702,34.23276103978025,24.956913179014624
2011-05-18,115.6375105691785,116.16058219049641,115.56954839416426,116.01369979798721,3706201.0,86.55026746857496,97.16482110282199,34.3719870943319,21.135665364020998
2011-05-19,116.00857835085573,116.3982455287937,115.66940966916626,115.88110159204669,2378385.0,85.72561834404439,97.52527774557106,35.338451346901365,20.14133750536604
2011-05-20,115.97758134547156,116.31192088948667,115.80334609589326,115.94478664529926,3967412.0,85.72985156265597,96.55328890974772,35.52019006654715,22.842038098160717
2011-05-23,114.8503802620219,115.00723454618615,114.04287454560516,114.12917688706236,6265201.0,86.71210102020672,91.75046327682065,32.021345061666814,28.284357715482713
2011-05-24,113.77001607325722,113.89454108276387,113.2836701989848,113.62671727795862,6337670.0,85.59132199161522,92.25717886765956,32.89313562017271,24.820278199432913
2011-05-25,113.07921051175995,113.38476705557251,112.67169747615398,112.7609222758568,3583301.0,85.79989313189151,90.04011908179078,31.59845786290351,27.395644559862543
2011-05-26,116.1781466726968,116.49744895173288,115.65287264469507,115.7104522332508,3128735.0,85.89434299856012,95.88626131078534,34.93829412842571,23.39900304966704
2011-05-27,113.45234705407555,113.7059525200007,113.24575617550909,113.52206259056419,5191070.0,84.77038310932045,89.6577967961133,33.91173169791584,27.76123322661802
2011-05-30,114.1356203886962,114.47186700232064,113.92219042945486,114.10930026269718,6443541.0,85.94676317672226,95.70176999752154,32.9866846423884,21.402690770680284
2011-05-31,110.51358311199272,110.96664271123757,110.31448627498101,110.87667306663846,4910230.0,86.18172356781656,86.90211243937657,28.78139976176269,28.49537524050808
2011-06-01,114.1894788871329,114.63928693639714,114.09252060961911,114.42399896581229,4586208.0,85.82430660124878,93.89024751986827,33.47953330230552,23.21414067523758
2011-06-02,112.91049188077919,113.03030117093,111.95586330838506,112.41533734995663,5711016.0,86.13954837934267,89.90191245112953,30.738442435496594,26.777332809766246
2011-06-03,111.56296621862788,111.86598697976672,111.44697358679527,111.689246459364,5312040.0,85.17296009984864,88.97162339571992,31.21780366868472,26.63421776748669
2011-06-07,113.29906489737273,113.47481773077254,113.22504115087885,113.38496909200116,3501359.0,85.68359973090449,94.04036771076602,32.5349267705768,22.15438836306131
2011-06-08,112.11146542100043,112.2622845602309,111.86216034753103,111.99253949781532,2797218.0,85.42326191855622,90.64874708442461,31.264160766518735,25.443499362795464
2011-06-09,110.70673622634095,110.75661217234679,110.13349139032255,110.20869941069736,4137263.0,85.53720797198532,89.90547364576533,28.976712306010032,23.661973200325914
2011-06-10,110.80752221322045,111.1076011358727,110.14695345629045,110.65390122062638,5082964.0,86.95072219600611,88.68841241679068,27.63407441593133,28.16913518423502
2011-06-13,108.78471699713612,109.28130092720973,108.69141642412565,109.23218381542492,4291370.0,86.07730416254016,90.15908472585677,26.99922043752927,21.892187253487812
