datetime,open,high,low,close,volume,pure_bond_value,convert_value,pure_bond_premium_rate,convert_premium_rate
2007-08-13,144.5,145.98,142.6,145.01,82970.0,90.212,107.665,60.7436,34.6864
2007-08-14,145.11,151.0,145.11,146.98,174760.0,90.2223,109.9565,62.9088,33.671
2007-08-15,148.2,150.0,146.0,146.49,120550.0,90.1521,110.9443,62.4921,32.0392
2007-08-16,146.0,146.0,142.45,142.52,170340.0,90.1668,106.8748,58.0626,33.3524
2007-08-17,143.0,143.82,142.59,143.2,85590.0,90.1827,103.9905,58.7888,37.7049
2007-08-20,143.6,145.99,143.6,145.34,52330.0,90.2586,110.8258,61.0262,31.1428
2007-08-21,145.04,147.0,145.04,146.9,129600.0,90.3283,111.932,62.6289,31.2403
2007-08-22,145.24,149.5,145.21,148.52,65130.0,90.1467,114.9743,64.7537,29.1767
2007-08-23,148.6,152.55,148.6,152.19,189160.0,90.1667,116.1991,68.7873,30.9734
2007-08-24,152.0,155.05,152.0,155.03,85780.0,90.2955,119.2809,71.6918,29.9705
2007-08-27,155.25,160.5,155.25,156.32,59980.0,89.9462,118.4512,73.7927,31.97
2007-08-28,156.51,159.6,153.11,153.94,69590.0,90.2271,117.3054,70.6139,31.2301
2007-08-29,151.81,160.0,150.0,153.03,129080.0,90.2592,114.3422,69.5451,33.8352
2007-08-30,154.3,159.0,154.3,157.07,71380.0,90.2457,118.0561,74.047,33.0469
2007-08-31,157.0,159.38,155.8,159.01,206170.0,90.2866,127.1434,76.1169,25.0635
2007-09-03,159.62,164.0,153.5,163.99,165620.0,90.2665,135.0059,81.6732,21.4687
2007-09-04,166.99,168.0,162.1,163.31,387830.0,90.2566,138.5223,80.9396,17.8944
2007-09-05,164.0,164.0,155.5,163.21,308690.0,90.2919,137.7321,80.7582,18.4981
2007-09-06,163.36,173.0,163.36,172.0,192070.0,90.3517,143.2635,90.3673,20.0585
2007-09-07,170.9,171.8,165.0,167.89,247090.0,90.3359,136.3098,85.8508,23.168
2007-09-10,165.0,168.9,164.21,168.0,83280.0,90.3089,138.6804,86.0282,21.1419
2007-09-11,168.0,169.89,160.03,165.67,257350.0,90.1731,132.9514,83.7245,24.6094
2007-09-12,165.5,167.99,164.0,166.0,317440.0,90.1803,130.3042,84.0757,27.3942
2007-09-13,167.65,167.65,163.0,165.4,119860.0,90.2767,131.4105,83.2146,25.8651
2007-09-14,165.4,169.86,165.01,169.18,18000.0,89.0148,133.9392,90.0584,26.3111
2007-09-17,139.8867699897342,146.29753977985627,138.2429387190601,145.47591094445076,1402720.0,87.02321782109044,112.20036118398541,67.12592618626667,29.695391847268162
2007-09-18,149.8361569247952,150.95775967982127,147.30464724497395,149.72994973938944,322320.0,87.18395586373788,115.65249436895012,71.59938152457185,29.460382362248698
2007-09-19,147.10772776377388,150.3073738361027,146.1569144503318,149.2334302176038,388780.0,87.19952004218325,116.33812329337928,71.06074103091723,28.258590452183753
2007-09-20,151.26339757956072,154.87459435230838,150.12329269385927,154.3859659345585,111550.0,87.21170968175706,118.86604788883908,76.9199485880771,30.24427251456746
2007-09-21,154.4168410041841,157.16850233817377,153.1369603741078,156.61858109771106,162520.0,87.35273216834851,116.70661156780703,79.16507596603495,34.721045200590694
2007-09-24,152.01787224369176,153.21079563537168,149.79289383950896,152.83240509206638,87980.0,87.15766460559217,112.11870652421004,75.27893491702659,36.562227210729716
2007-09-25,161.87060424605335,162.67850299401198,159.41095264017417,159.66652150244963,55110.0,88.20352095808383,120.96496543277081,80.84816516058791,32.32276336418073
2007-09-26,156.40691900372622,158.66365954108647,154.59805844283193,155.00510492253383,50990.0,88.08078317317121,116.96984516571877,75.82681068837027,32.46559780349088
2007-09-27,151.67971746717632,152.21696526508228,150.32624231344522,152.10842944989196,60170.0,87.94208412830314,115.01268048861559,72.84042677413993,32.28695288349676
2007-09-28,171.8683872134557,179.99571641723563,171.7082868381788,178.99342315865624,442340.0,89.50735258850658,135.47822132748564,99.88152561830266,32.11771752045937
2007-10-08,177.74089896690597,190.57153703379444,175.81598073892488,183.42438066888462,285550.0,89.65215162318333,139.41701480301174,104.43687326562775,31.787871714235685
2007-10-09,189.67077701464083,189.7080854496126,185.6594400312859,187.21549605259943,409130.0,90.02325133820547,143.5778374550876,107.90632558111113,30.46551822892479
2007-10-10,176.49280038720607,177.47514217722744,174.28448473359416,176.25373492518048,247930.0,89.51930375509217,134.20869229217922,96.68662420844593,31.97175099019885
2007-10-11,167.6286308623298,172.3727193645991,165.880378214826,170.33972768532527,52880.0,89.1969771558245,130.29249205748866,90.67496070347957,32.36948763237518
2007-10-12,155.11593901838418,184.34552554009454,153.6256735101918,178.511097242743,2720820.0,91.27164385075089,116.890893482112,95.63070766166082,54.695739227144756
2007-10-15,173.6532850012478,186.96960394309957,172.23429872722733,181.51463239331173,400700.0,90.8624878287996,111.60021995507861,99.61974940853507,65.81101050411779
2007-10-16,182.85878228076407,186.86379416828356,182.10792064055966,185.34376438116578,365930.0,90.7864898614489,121.89590184734786,104.01910376574754,53.98190405542043
2007-10-17,187.60526545611762,188.42849156939042,180.34544703847817,180.79447254647644,231300.0,89.72750271508862,131.4663592952875,101.24591041072202,40.267858374405535
2007-10-18,175.94811042799012,182.52785945528524,169.55136861801654,170.51601562267962,336690.0,89.27013717366121,126.65211619590721,90.77292871484156,36.430494915203894
2007-10-19,190.9979476071211,195.65158397075746,185.41785554728222,188.18554051309826,443190.0,89.75103208556149,149.1438272998037,109.638136661477,27.40667722195898
2007-10-22,178.9198297075606,184.71861759985734,177.45456535306707,179.4925833630528,224320.0,89.7044351239301,136.6181742243224,99.99607819186876,34.656751618223964
