datetime,open,high,low,close,volume,open_interest,total_turnover
2010-01-04 11:20:00,21485.0,21505.0,21475.0,21505.0,4452.0,162192.0,
2010-01-04 11:25:00,21505.0,21525.0,21475.0,21505.0,4444.0,161752.0,
2010-01-04 11:30:00,21510.0,21515.0,21490.0,21495.0,4920.0,161210.0,
2010-01-04 13:35:00,21490.0,21565.0,21470.0,21520.0,8714.0,162368.0,
2010-01-04 13:40:00,21515.0,21565.0,21515.0,21560.0,5666.0,162216.0,
2010-01-04 13:45:00,21565.0,21620.0,21550.0,21620.0,10016.0,163946.0,
2010-01-04 13:50:00,21620.0,21625.0,21590.0,21595.0,8278.0,164534.0,
2010-01-04 13:55:00,21595.0,21645.0,21595.0,21630.0,6786.0,164774.0,
2010-01-04 14:00:00,21635.0,21640.0,21610.0,21630.0,5532.0,165102.0,
2010-01-04 14:05:00,21635.0,21710.0,21620.0,21690.0,9080.0,165346.0,
2010-01-04 14:10:00,21685.0,21705.0,21670.0,21685.0,8226.0,166956.0,
2010-01-04 14:15:00,21685.0,21685.0,21685.0,21685.0,0.0,166956.0,
2010-01-04 14:20:00,21685.0,21685.0,21685.0,21685.0,0.0,166956.0,
2010-01-04 14:25:00,21675.0,21695.0,21630.0,21655.0,8324.0,166954.0,
2010-01-04 14:30:00,21655.0,21680.0,21640.0,21665.0,5360.0,167896.0,
2010-01-04 14:35:00,21665.0,21715.0,21650.0,21715.0,6346.0,168472.0,
2010-01-04 14:40:00,21715.0,21720.0,21655.0,21665.0,7248.0,168644.0,
2010-01-04 14:45:00,21665.0,21695.0,21645.0,21675.0,7208.0,169416.0,
2010-01-04 14:50:00,21680.0,21685.0,21580.0,21590.0,15662.0,166240.0,
2010-01-04 14:55:00,21585.0,21595.0,21530.0,21580.0,15246.0,164380.0,
2010-01-04 15:00:00,21580.0,21585.0,21420.0,21435.0,20276.0,159712.0,
2010-01-05 09:05:00,21470.0,21545.0,21385.0,21505.0,21278.0,160334.0,
2010-01-05 09:10:00,21505.0,21525.0,21410.0,21465.0,16720.0,162660.0,
2010-01-05 09:15:00,21465.0,21475.0,21415.0,21450.0,16532.0,163578.0,
2010-01-05 09:20:00,21450.0,21460.0,21315.0,21350.0,23706.0,164084.0,
2010-01-05 09:25:00,21345.0,21355.0,21260.0,21315.0,24800.0,163044.0,
2010-01-05 09:30:00,21315.0,21370.0,21315.0,21365.0,10582.0,163136.0,
2010-01-05 09:35:00,21365.0,21395.0,21350.0,21380.0,13560.0,165312.0,
2010-01-05 09:40:00,21385.0,21415.0,21365.0,21410.0,8316.0,165550.0,
2010-01-05 09:45:00,21405.0,21455.0,21405.0,21420.0,11424.0,165324.0,
2010-01-05 09:50:00,21420.0,21425.0,21385.0,21385.0,6808.0,164264.0,
2010-01-05 09:55:00,21390.0,21395.0,21360.0,21385.0,8020.0,164340.0,
2010-01-05 10:00:00,21385.0,21410.0,21375.0,21385.0,6982.0,164868.0,
2010-01-05 10:05:00,21385.0,21460.0,21380.0,21455.0,10136.0,164738.0,
2010-01-05 10:10:00,21455.0,21475.0,21430.0,21435.0,9164.0,165094.0,
2010-01-05 10:15:00,21435.0,21450.0,21420.0,21450.0,6608.0,164880.0,
2010-01-05 10:35:00,21445.0,21450.0,21410.0,21410.0,8270.0,164712.0,
2010-01-05 10:40:00,21410.0,21455.0,21410.0,21450.0,4780.0,164948.0,
2010-01-05 10:45:00,21445.0,21465.0,21440.0,21455.0,3916.0,164506.0,
2010-01-05 10:50:00,21455.0,21495.0,21455.0,21480.0,8906.0,166048.0,
2010-01-05 10:55:00,21485.0,21500.0,21435.0,21450.0,7630.0,166428.0,
2010-01-05 11:00:00,21450.0,21460.0,21435.0,21460.0,4460.0,166938.0,
2010-01-05 11:05:00,21455.0,21470.0,21440.0,21455.0,5766.0,167490.0,
2010-01-05 11:10:00,21455.0,21485.0,21455.0,21470.0,4898.0,167930.0,
2010-01-05 11:15:00,21465.0,21505.0,21465.0,21505.0,7744.0,168288.0,
2010-01-05 11:20:00,21500.0,21505.0,21415.0,21435.0,14750.0,169172.0,
2010-01-05 11:25:00,21435.0,21465.0,21420.0,21465.0,10460.0,169762.0,
2010-01-05 11:30:00,21465.0,21520.0,21455.0,21520.0,9460.0,168196.0,
2010-01-05 13:35:00,21520.0,21650.0,21495.0,21580.0,19088.0,170504.0,
2010-01-05 13:40:00,21575.0,21630.0,21575.0,21600.0,16430.0,170760.0,
2010-01-05 13:45:00,21605.0,21630.0,21585.0,21615.0,8896.0,170980.0,
2010-01-05 13:50:00,21610.0,21645.0,21605.0,21630.0,14084.0,172616.0,
2010-01-05 13:55:00,21630.0,21685.0,21630.0,21685.0,14914.0,172804.0,
2010-01-05 14:00:00,21680.0,21685.0,21625.0,21625.0,12542.0,174060.0,
2010-01-05 14:05:00,21625.0,21690.0,21610.0,21675.0,15376.0,174986.0,
2010-01-05 14:10:00,21670.0,21675.0,21610.0,21635.0,11974.0,176434.0,
2010-01-05 14:15:00,21635.0,21635.0,21635.0,21635.0,0.0,176434.0,
2010-01-05 14:20:00,21635.0,21635.0,21635.0,21635.0,0.0,176434.0,
2010-01-05 14:25:00,21620.0,21655.0,21610.0,21645.0,8240.0,176366.0,
2010-01-05 14:30:00,21645.0,21645.0,21570.0,21620.0,12712.0,175006.0,
2010-01-05 14:35:00,21620.0,21655.0,21615.0,21640.0,7020.0,174902.0,
2010-01-05 14:40:00,21635.0,21650.0,21625.0,21635.0,5984.0,174114.0,
2010-01-05 14:45:00,21635.0,21660.0,21605.0,21660.0,9666.0,173782.0,
2010-01-05 14:50:00,21660.0,21665.0,21615.0,21635.0,9052.0,172154.0,
2010-01-05 14:55:00,21635.0,21640.0,21610.0,21630.0,6488.0,171408.0,
2010-01-05 15:00:00,21630.0,21665.0,21625.0,21650.0,12706.0,168020.0,
2010-01-06 09:05:00,21580.0,21640.0,21515.0,21575.0,22634.0,168088.0,
2010-01-06 09:10:00,21575.0,21860.0,21555.0,21780.0,27266.0,167230.0,
2010-01-06 09:15:00,21780.0,21805.0,21735.0,21745.0,14940.0,168268.0,
2010-01-06 09:20:00,21740.0,21770.0,21730.0,21750.0,9038.0,168924.0,
2010-01-06 09:25:00,21755.0,21795.0,21750.0,21760.0,8248.0,169490.0,
2010-01-06 09:30:00,21760.0,21775.0,21740.0,21745.0,6934.0,170256.0,
2010-01-06 09:35:00,21745.0,21770.0,21730.0,21755.0,6686.0,169614.0,
2010-01-06 09:40:00,21760.0,21790.0,21740.0,21790.0,8082.0,171126.0,
2010-01-06 09:45:00,21785.0,21810.0,21750.0,21800.0,9266.0,171542.0,
2010-01-06 09:50:00,21800.0,21805.0,21720.0,21735.0,9416.0,170470.0,
2010-01-06 09:55:00,21740.0,21770.0,21735.0,21745.0,7916.0,171012.0,
2010-01-06 10:00:00,21745.0,21760.0,21725.0,21760.0,6370.0,171640.0,
2010-01-06 10:05:00,21760.0,21760.0,21735.0,21750.0,4640.0,171298.0,
2010-01-06 10:10:00,21750.0,21765.0,21735.0,21745.0,2842.0,171636.0,
2010-01-06 10:15:00,21745.0,21780.0,21740.0,21775.0,4018.0,171532.0,
2010-01-06 10:35:00,21775.0,21785.0,21755.0,21780.0,4064.0,170672.0,
2010-01-06 10:40:00,21780.0,21795.0,21775.0,21795.0,4990.0,171060.0,
2010-01-06 10:45:00,21790.0,21805.0,21780.0,21795.0,5882.0,169928.0,
2010-01-06 10:50:00,21795.0,21805.0,21770.0,21780.0,7296.0,168746.0,
2010-01-06 10:55:00,21785.0,21910.0,21785.0,21885.0,14796.0,168262.0,
2010-01-06 11:00:00,21885.0,21890.0,21825.0,21835.0,8764.0,167580.0,
2010-01-06 11:05:00,21840.0,21865.0,21835.0,21835.0,4584.0,168156.0,
2010-01-06 11:10:00,21840.0,21850.0,21790.0,21800.0,6412.0,168556.0,
2010-01-06 11:15:00,21800.0,21805.0,21770.0,21785.0,5770.0,168176.0,
2010-01-06 11:20:00,21785.0,21800.0,21775.0,21790.0,3766.0,168570.0,
2010-01-06 11:25:00,21790.0,21805.0,21775.0,21785.0,4458.0,169386.0,
2010-01-06 11:30:00,21785.0,21815.0,21760.0,21815.0,6788.0,168824.0,
2010-01-06 13:35:00,21820.0,21935.0,21815.0,21880.0,12452.0,169754.0,
2010-01-06 13:40:00,21880.0,21915.0,21860.0,21900.0,12174.0,171460.0,
2010-01-06 13:45:00,21905.0,21905.0,21870.0,21885.0,7386.0,170972.0,
2010-01-06 13:50:00,21885.0,21890.0,21860.0,21875.0,8052.0,168578.0,
2010-01-06 13:55:00,21875.0,21920.0,21840.0,21855.0,16406.0,167376.0,
2010-01-06 14:00:00,21860.0,21885.0,21770.0,21810.0,19370.0,168046.0,
2010-01-06 14:05:00,21810.0,21820.0,21685.0,21750.0,25150.0,165452.0,
2010-01-06 14:10:00,21740.0,21815.0,21730.0,21805.0,15564.0,169018.0,
2010-01-06 14:15:00,21810.0,21810.0,21810.0,21810.0,24.0,169006.0,
2010-01-06 14:20:00,21810.0,21810.0,21810.0,21810.0,0.0,169006.0,
2010-01-06 14:25:00,21815.0,21845.0,21790.0,21805.0,13118.0,168048.0,
2010-01-06 14:30:00,21805.0,21825.0,21785.0,21810.0,10052.0,168136.0,
2010-01-06 14:35:00,21810.0,21835.0,21800.0,21820.0,6096.0,166980.0,
2010-01-06 14:40:00,21820.0,21830.0,21735.0,21795.0,10876.0,168558.0,
2010-01-06 14:45:00,21790.0,21820.0,21770.0,21795.0,6300.0,167762.0,
2010-01-06 14:50:00,21790.0,21800.0,21735.0,21740.0,9828.0,166722.0,
2010-01-06 14:55:00,21740.0,21765.0,21730.0,21750.0,6934.0,165404.0,
2010-01-06 15:00:00,21750.0,21770.0,21730.0,21740.0,9946.0,161544.0,
2010-01-07 09:05:00,22150.0,22595.0,22150.0,22450.0,38976.0,167218.0,
2010-01-07 09:10:00,22455.0,22490.0,22415.0,22450.0,15352.0,167710.0,
2010-01-07 09:15:00,22450.0,22465.0,22370.0,22420.0,14280.0,167608.0,
2010-01-07 09:20:00,22425.0,22445.0,22380.0,22435.0,8900.0,168636.0,
2010-01-07 09:25:00,22435.0,22450.0,22405.0,22430.0,5880.0,168498.0,
2010-01-07 09:30:00,22430.0,22460.0,22420.0,22445.0,7128.0,169172.0,
2010-01-07 09:35:00,22445.0,22520.0,22430.0,22495.0,9834.0,169018.0,
2010-01-07 09:40:00,22495.0,22525.0,22440.0,22450.0,10542.0,168162.0,
2010-01-07 09:45:00,22455.0,22470.0,22440.0,22455.0,5568.0,167892.0,
2010-01-07 09:50:00,22460.0,22460.0,22385.0,22435.0,11208.0,165722.0,
2010-01-07 09:55:00,22435.0,22435.0,22395.0,22420.0,7016.0,165320.0,
2010-01-07 10:00:00,22420.0,22430.0,22320.0,22360.0,11192.0,164080.0,
2010-01-07 10:05:00,22360.0,22370.0,22250.0,22270.0,17984.0,161072.0,
2010-01-07 10:10:00,22270.0,22335.0,21350.0,21595.0,22104.0,156212.0,
2010-01-07 10:15:00,21605.0,21990.0,21365.0,21860.0,26760.0,150902.0,
2010-01-07 10:35:00,21855.0,21940.0,21650.0,21940.0,18526.0,150174.0,
2010-01-07 10:40:00,21940.0,22025.0,21905.0,21955.0,18846.0,153642.0,
2010-01-07 10:45:00,21950.0,21975.0,21760.0,21830.0,14380.0,152370.0,
2010-01-07 10:50:00,21830.0,21830.0,21650.0,21760.0,16484.0,151086.0,
2010-01-07 10:55:00,21765.0,21780.0,21545.0,21715.0,21302.0,150946.0,
2010-01-07 11:00:00,21715.0,21760.0,21680.0,21760.0,13092.0,150572.0,
2010-01-07 11:05:00,21760.0,21850.0,21710.0,21800.0,12158.0,149810.0,
2010-01-07 11:10:00,21790.0,21815.0,21715.0,21800.0,8176.0,149752.0,
2010-01-07 11:15:00,21805.0,21810.0,21740.0,21745.0,7694.0,150122.0,
2010-01-07 11:20:00,21745.0,21820.0,21740.0,21810.0,7860.0,149256.0,
2010-01-07 11:25:00,21805.0,21810.0,21760.0,21785.0,5498.0,148576.0,
2010-01-07 11:30:00,21790.0,21815.0,21750.0,21770.0,6404.0,147342.0,
2010-01-07 13:35:00,21775.0,21845.0,21740.0,21835.0,8460.0,147864.0,
2010-01-07 13:40:00,21835.0,21965.0,21835.0,21940.0,11608.0,149332.0,
2010-01-07 13:45:00,21940.0,21940.0,21860.0,21885.0,8708.0,150298.0,
2010-01-07 13:50:00,21880.0,21950.0,21865.0,21950.0,8698.0,150648.0,
2010-01-07 13:55:00,21950.0,21960.0,21880.0,21905.0,7150.0,150432.0,
2010-01-07 14:00:00,21910.0,21930.0,21840.0,21880.0,9290.0,151036.0,
2010-01-07 14:05:00,21880.0,21895.0,21840.0,21845.0,6158.0,150858.0,
2010-01-07 14:10:00,21845.0,21870.0,21820.0,21850.0,6658.0,150606.0,
2010-01-07 14:15:00,21850.0,21850.0,21850.0,21850.0,2.0,150608.0,
2010-01-07 14:20:00,21850.0,21850.0,21850.0,21850.0,0.0,150608.0,
2010-01-07 14:25:00,21845.0,21850.0,21650.0,21715.0,14320.0,150588.0,
2010-01-07 14:30:00,21715.0,21730.0,21625.0,21630.0,14334.0,152118.0,
2010-01-07 14:35:00,21640.0,21695.0,21600.0,21680.0,11070.0,152376.0,
2010-01-07 14:40:00,21680.0,21740.0,21650.0,21675.0,9396.0,152188.0,
2010-01-07 14:45:00,21680.0,21680.0,21570.0,21645.0,12376.0,151118.0,
2010-01-07 14:50:00,21650.0,21705.0,21645.0,21675.0,8958.0,150642.0,
2010-01-07 14:55:00,21675.0,21700.0,21640.0,21680.0,7828.0,149660.0,
2010-01-07 15:00:00,21680.0,21760.0,21675.0,21725.0,12340.0,146986.0,
2010-01-08 09:05:00,21520.0,21705.0,21520.0,21585.0,27136.0,151384.0,
2010-01-08 09:10:00,21575.0,21590.0,21465.0,21555.0,25980.0,155270.0,
2010-01-08 09:15:00,21560.0,21645.0,21525.0,21620.0,16528.0,156308.0,
2010-01-08 09:20:00,21625.0,21640.0,21495.0,21515.0,13910.0,156544.0,
2010-01-08 09:25:00,21515.0,21600.0,21500.0,21575.0,14464.0,156332.0,
2010-01-08 09:30:00,21570.0,21570.0,21480.0,21545.0,15662.0,156644.0,
2010-01-08 09:35:00,21550.0,21560.0,21515.0,21550.0,9074.0,156058.0,
2010-01-08 09:40:00,21550.0,21595.0,21520.0,21540.0,10962.0,155844.0,
2010-01-08 09:45:00,21535.0,21545.0,21510.0,21535.0,7352.0,156324.0,
2010-01-08 09:50:00,21535.0,21550.0,21480.0,21535.0,11074.0,156218.0,
2010-01-08 09:55:00,21535.0,21585.0,21525.0,21550.0,8360.0,155546.0,
2010-01-08 10:00:00,21545.0,21560.0,21535.0,21540.0,4716.0,156218.0,
2010-01-08 10:05:00,21535.0,21545.0,21425.0,21450.0,11452.0,157074.0,
2010-01-08 10:10:00,21460.0,21480.0,21355.0,21380.0,15694.0,158528.0,
2010-01-08 10:15:00,21380.0,21460.0,21300.0,21350.0,17784.0,160006.0,
2010-01-08 10:35:00,21330.0,21345.0,21200.0,21205.0,24990.0,160820.0,
2010-01-08 10:40:00,21205.0,21245.0,21085.0,21085.0,24690.0,159542.0,
2010-01-08 10:45:00,21090.0,21175.0,21035.0,21140.0,20252.0,157836.0,
2010-01-08 10:50:00,21135.0,21145.0,20900.0,20910.0,17116.0,155512.0,
2010-01-08 10:55:00,20910.0,21130.0,20905.0,21090.0,18888.0,152370.0,
2010-01-08 11:00:00,21095.0,21100.0,20955.0,20985.0,11828.0,152748.0,
2010-01-08 11:05:00,20980.0,21095.0,20980.0,21020.0,9694.0,152666.0,
2010-01-08 11:10:00,21020.0,21070.0,21015.0,21040.0,11152.0,151856.0,
2010-01-08 11:15:00,21040.0,21160.0,21035.0,21120.0,13000.0,149660.0,
2010-01-08 11:20:00,21125.0,21180.0,21115.0,21135.0,14470.0,147570.0,
2010-01-08 11:25:00,21140.0,21145.0,21080.0,21115.0,7882.0,145868.0,
2010-01-08 11:30:00,21115.0,21120.0,21045.0,21085.0,9442.0,145622.0,
2010-01-08 13:35:00,21055.0,21085.0,21000.0,21005.0,12898.0,147232.0,
2010-01-08 13:40:00,21005.0,21030.0,20930.0,21000.0,16580.0,149036.0,
2010-01-08 13:45:00,21000.0,21010.0,20900.0,20900.0,12170.0,150042.0,
2010-01-08 13:50:00,20905.0,21010.0,20900.0,21010.0,8812.0,148982.0,
2010-01-08 13:55:00,21000.0,21035.0,20970.0,21015.0,11640.0,147118.0,
2010-01-08 14:00:00,21015.0,21040.0,20975.0,21020.0,7784.0,147982.0,
2010-01-08 14:05:00,21020.0,21085.0,21005.0,21070.0,13356.0,148036.0,
2010-01-08 14:10:00,21070.0,21230.0,21055.0,21205.0,18244.0,148060.0,
2010-01-08 14:15:00,21205.0,21205.0,21205.0,21205.0,48.0,148064.0,
2010-01-08 14:20:00,21205.0,21205.0,21205.0,21205.0,0.0,148064.0,
2010-01-08 14:25:00,21210.0,21375.0,21210.0,21320.0,25250.0,148580.0,
2010-01-08 14:30:00,21320.0,21370.0,21175.0,21225.0,21096.0,148846.0,
2010-01-08 14:35:00,21220.0,21300.0,21190.0,21225.0,12652.0,147780.0,
2010-01-08 14:40:00,21215.0,21220.0,21145.0,21185.0,15766.0,148366.0,
2010-01-08 14:45:00,21190.0,21290.0,21180.0,21255.0,12580.0,145970.0,
2010-01-08 14:50:00,21250.0,21285.0,21225.0,21250.0,9348.0,145854.0,
2010-01-08 14:55:00,21250.0,21310.0,21225.0,21245.0,11184.0,143736.0,
2010-01-08 15:00:00,21240.0,21250.0,21200.0,21210.0,11358.0,140680.0,
2010-01-11 09:05:00,21510.0,21775.0,21510.0,21645.0,28946.0,139206.0,
2010-01-11 09:10:00,21645.0,21730.0,21610.0,21665.0,13732.0,139440.0,
2010-01-11 09:15:00,21660.0,21665.0,21430.0,21480.0,18472.0,140424.0,
2010-01-11 09:20:00,21480.0,21515.0,21350.0,21500.0,24808.0,139624.0,
2010-01-11 09:25:00,21505.0,21510.0,21415.0,21460.0,11286.0,138376.0,
2010-01-11 09:30:00,21455.0,21550.0,21450.0,21510.0,10918.0,138720.0,
2010-01-11 09:35:00,21505.0,21540.0,21450.0,21480.0,11508.0,139612.0,
2010-01-11 09:40:00,21485.0,21500.0,21455.0,21480.0,6974.0,140388.0,
2010-01-11 09:45:00,21485.0,21715.0,21470.0,21700.0,18668.0,140230.0,
2010-01-11 09:50:00,21685.0,21700.0,21620.0,21620.0,13962.0,139798.0,
2010-01-11 09:55:00,21625.0,21630.0,21555.0,21590.0,9306.0,139766.0,
2010-01-11 10:00:00,21590.0,21630.0,21560.0,21595.0,6472.0,140106.0,
2010-01-11 10:05:00,21600.0,21650.0,21580.0,21595.0,6502.0,139910.0,
2010-01-11 10:10:00,21595.0,21600.0,21490.0,21530.0,8392.0,139294.0,
2010-01-11 10:15:00,21530.0,21565.0,21530.0,21550.0,4566.0,139856.0,
2010-01-11 10:35:00,21550.0,21630.0,21530.0,21615.0,11754.0,140570.0,
2010-01-11 10:40:00,21625.0,21645.0,21580.0,21580.0,9844.0,138694.0,
2010-01-11 10:45:00,21580.0,21610.0,21560.0,21605.0,6016.0,138104.0,
2010-01-11 10:50:00,21600.0,21620.0,21595.0,21620.0,3048.0,138252.0,
2010-01-11 10:55:00,21620.0,21645.0,21600.0,21615.0,5192.0,139018.0,
2010-01-11 11:00:00,21615.0,21655.0,21615.0,21635.0,5584.0,139408.0,
2010-01-11 11:05:00,21635.0,21650.0,21590.0,21600.0,5632.0,139330.0,
2010-01-11 11:10:00,21590.0,21625.0,21590.0,21615.0,3854.0,138906.0,
2010-01-11 11:15:00,21610.0,21640.0,21610.0,21640.0,2920.0,138686.0,
2010-01-11 11:20:00,21640.0,21645.0,21615.0,21635.0,3866.0,138508.0,
2010-01-11 11:25:00,21635.0,21685.0,21625.0,21655.0,9168.0,138314.0,
2010-01-11 11:30:00,21660.0,21700.0,21655.0,21670.0,9158.0,138210.0,
2010-01-11 13:35:00,21645.0,21665.0,21605.0,21635.0,9670.0,138546.0,
2010-01-11 13:40:00,21625.0,21655.0,21620.0,21640.0,4296.0,138372.0,
2010-01-11 13:45:00,21635.0,21665.0,21635.0,21650.0,2864.0,138340.0,
2010-01-11 13:50:00,21650.0,21665.0,21630.0,21635.0,4488.0,138466.0,
2010-01-11 13:55:00,21635.0,21680.0,21635.0,21670.0,3870.0,138234.0,
2010-01-11 14:00:00,21665.0,21685.0,21655.0,21665.0,5098.0,138196.0,
2010-01-11 14:05:00,21665.0,21670.0,21605.0,21630.0,7054.0,138336.0,
2010-01-11 14:10:00,21630.0,21645.0,21605.0,21625.0,7740.0,137870.0,
2010-01-11 14:15:00,21620.0,21620.0,21620.0,21620.0,24.0,137876.0,
2010-01-11 14:20:00,21620.0,21620.0,21620.0,21620.0,0.0,137876.0,
2010-01-11 14:25:00,21630.0,21665.0,21615.0,21665.0,4968.0,137812.0,
2010-01-11 14:30:00,21665.0,21675.0,21605.0,21620.0,7678.0,136828.0,
2010-01-11 14:35:00,21615.0,21645.0,21605.0,21635.0,6200.0,136998.0,
2010-01-11 14:40:00,21640.0,21665.0,21635.0,21665.0,5938.0,137102.0,
2010-01-11 14:45:00,21670.0,21670.0,21650.0,21665.0,4686.0,137668.0,
2010-01-11 14:50:00,21665.0,21665.0,21630.0,21660.0,4776.0,137882.0,
2010-01-11 14:55:00,21660.0,21720.0,21655.0,21695.0,8416.0,136700.0,
2010-01-11 15:00:00,21695.0,21735.0,21690.0,21735.0,15132.0,135738.0,
2010-01-12 09:05:00,21600.0,21600.0,21450.0,21485.0,22162.0,138226.0,
2010-01-12 09:10:00,21485.0,21515.0,21420.0,21460.0,13440.0,139978.0,
2010-01-12 09:15:00,21460.0,21490.0,21410.0,21425.0,9792.0,142096.0,
2010-01-12 09:20:00,21425.0,21430.0,21205.0,21220.0,22526.0,144816.0,
2010-01-12 09:25:00,21225.0,21260.0,21170.0,21230.0,15360.0,145924.0,
2010-01-12 09:30:00,21235.0,21260.0,21200.0,21230.0,11422.0,147344.0,
2010-01-12 09:35:00,21230.0,21275.0,21205.0,21270.0,8782.0,148078.0,
2010-01-12 09:40:00,21280.0,21305.0,21250.0,21260.0,8758.0,148410.0,
2010-01-12 09:45:00,21260.0,21270.0,21190.0,21195.0,9722.0,151622.0,
2010-01-12 09:50:00,21200.0,21235.0,21125.0,21180.0,16016.0,154634.0,
2010-01-12 09:55:00,21180.0,21220.0,21170.0,21220.0,8902.0,155614.0,
2010-01-12 10:00:00,21215.0,21225.0,21160.0,21185.0,6626.0,156678.0,
2010-01-12 10:05:00,21185.0,21295.0,21180.0,21230.0,11020.0,156868.0,
2010-01-12 10:10:00,21230.0,21270.0,21220.0,21235.0,5948.0,156740.0,
2010-01-12 10:15:00,21235.0,21240.0,21190.0,21190.0,5280.0,157230.0,
2010-01-12 10:35:00,21190.0,21230.0,21160.0,21200.0,7888.0,158478.0,
2010-01-12 10:40:00,21200.0,21240.0,21185.0,21195.0,7270.0,159696.0,
2010-01-12 10:45:00,21190.0,21210.0,21150.0,21180.0,11844.0,161550.0,
2010-01-12 10:50:00,21180.0,21225.0,21180.0,21225.0,7062.0,161108.0,
2010-01-12 10:55:00,21220.0,21255.0,21215.0,21255.0,7374.0,160948.0,
2010-01-12 11:00:00,21260.0,21300.0,21240.0,21275.0,10852.0,160204.0,
2010-01-12 11:05:00,21280.0,21345.0,21260.0,21325.0,10686.0,159014.0,
2010-01-12 11:10:00,21330.0,21345.0,21285.0,21290.0,10364.0,157692.0,
2010-01-12 11:15:00,21290.0,21370.0,21290.0,21355.0,9010.0,156552.0,
2010-01-12 11:20:00,21355.0,21410.0,21325.0,21400.0,9726.0,156576.0,
2010-01-12 11:25:00,21400.0,21440.0,21395.0,21405.0,12812.0,157308.0,
2010-01-12 11:30:00,21405.0,21415.0,21380.0,21385.0,8606.0,156714.0,
2010-01-12 13:35:00,21375.0,21420.0,21350.0,21405.0,12184.0,158078.0,
2010-01-12 13:40:00,21405.0,21515.0,21395.0,21495.0,16054.0,159058.0,
2010-01-12 13:45:00,21485.0,21530.0,21485.0,21500.0,13712.0,158966.0,
2010-01-12 13:50:00,21500.0,21520.0,21485.0,21500.0,8740.0,159446.0,
2010-01-12 13:55:00,21500.0,21580.0,21495.0,21545.0,11728.0,158582.0,
2010-01-12 14:00:00,21545.0,21575.0,21515.0,21515.0,9308.0,159198.0,
2010-01-12 14:05:00,21515.0,21525.0,21480.0,21500.0,9600.0,158476.0,
2010-01-12 14:10:00,21500.0,21525.0,21480.0,21505.0,8110.0,157768.0,
2010-01-12 14:15:00,21505.0,21505.0,21505.0,21505.0,0.0,157768.0,
2010-01-12 14:20:00,21505.0,21505.0,21505.0,21505.0,0.0,157768.0,
2010-01-12 14:25:00,21515.0,21520.0,21465.0,21495.0,6364.0,157036.0,
2010-01-12 14:30:00,21500.0,21550.0,21455.0,21465.0,10212.0,157086.0,
2010-01-12 14:35:00,21460.0,21515.0,21455.0,21505.0,7806.0,156938.0,
2010-01-12 14:40:00,21505.0,21555.0,21505.0,21530.0,8870.0,155128.0,
2010-01-12 14:45:00,21530.0,21565.0,21490.0,21490.0,9198.0,153958.0,
2010-01-12 14:50:00,21490.0,21520.0,21480.0,21490.0,9458.0,154332.0,
2010-01-12 14:55:00,21490.0,21520.0,21485.0,21500.0,7088.0,151932.0,
2010-01-12 15:00:00,21495.0,21510.0,21470.0,21490.0,10866.0,147190.0,
2010-01-13 09:05:00,20515.0,20580.0,20325.0,20475.0,33726.0,141908.0,
2010-01-13 09:10:00,20475.0,20550.0,20455.0,20550.0,16816.0,138996.0,
