datetime,open,high,low,close,volume,openinterest
2025-08-26 14:00:00,102.378,102.38,102.364,102.37,2811,63756
2025-08-26 15:00:00,102.37,102.39,102.368,102.388,6991,64438
2025-08-26 15:15:00,102.388,102.4,102.384,102.4,31,64796
2025-08-27 10:30:00,102.392,102.398,102.378,102.382,10549,65222
2025-08-27 11:30:00,102.382,102.388,102.364,102.372,5225,65498
2025-08-27 14:00:00,102.372,102.392,102.372,102.388,2904,65562
2025-08-27 15:00:00,102.388,102.41,102.384,102.404,10,65397
2025-08-27 15:15:00,102.402,102.406,102.398,102.406,10,65408
2025-08-28 10:30:00,102.408,102.408,102.38,102.394,9137,65071
2025-08-28 11:30:00,102.392,102.398,102.384,102.394,4510,65176
2025-08-28 14:00:00,102.394,102.394,102.372,102.372,63,65069
2025-08-28 15:00:00,102.374,102.386,102.366,102.374,1623,64712
2025-08-28 15:15:00,102.372,102.378,102.36,102.37,7,64779
2025-08-29 10:30:00,102.374,102.4,102.37,102.398,22,65461
2025-08-29 11:30:00,102.398,102.416,102.392,102.404,8,65636
2025-08-29 14:00:00,102.404,102.424,102.4,102.406,256,65656
2025-08-29 15:00:00,102.404,102.432,102.404,102.428,597,66490
2025-08-29 15:15:00,102.426,102.43,102.418,102.418,45,66599
2025-09-01 10:30:00,102.408,102.426,102.39,102.424,10720,66341
2025-09-01 11:30:00,102.424,102.424,102.414,102.416,3356,66262
2025-09-01 14:00:00,102.416,102.424,102.416,102.424,430,66271
2025-09-01 15:00:00,102.424,102.432,102.418,102.428,3,66789
2025-09-01 15:15:00,102.428,102.438,102.428,102.436,13,67204
2025-09-02 10:30:00,102.43,102.442,102.42,102.422,6811,66883
2025-09-02 11:30:00,102.424,102.43,102.408,102.41,5205,67024
2025-09-02 14:00:00,102.41,102.412,102.404,102.404,634,66446
2025-09-02 15:00:00,102.406,102.416,102.404,102.414,870,65925
2025-09-02 15:15:00,102.412,102.418,102.408,102.412,3,65927
2025-09-03 10:30:00,102.42,102.452,102.418,102.436,8867,65783
2025-09-03 11:30:00,102.436,102.438,102.428,102.434,7,66029
2025-09-03 14:00:00,102.434,102.438,102.428,102.434,205,66401
2025-09-03 15:00:00,102.432,102.45,102.432,102.446,72,67536
2025-09-03 15:15:00,102.446,102.45,102.44,102.448,12,67729
2025-09-04 10:30:00,102.46,102.476,102.442,102.45,9689,67902
2025-09-04 11:30:00,102.448,102.458,102.446,102.446,5230,67601
2025-09-04 14:00:00,102.446,102.45,102.442,102.446,5484,67560
2025-09-04 15:00:00,102.444,102.452,102.426,102.436,883,68201
2025-09-04 15:15:00,102.436,102.442,102.426,102.432,27,68716
2025-09-05 10:30:00,102.428,102.428,102.4,102.402,9617,68151
2025-09-05 11:30:00,102.402,102.404,102.378,102.38,6608,67603
2025-09-05 14:00:00,102.38,102.402,102.378,102.388,1799,67239
2025-09-05 15:00:00,102.39,102.398,102.382,102.382,7431,67206
2025-09-05 15:15:00,102.384,102.394,102.38,102.394,45,66806
2025-09-08 10:30:00,102.39,102.402,102.346,102.388,14041,66632
2025-09-08 11:30:00,102.388,102.396,102.37,102.382,6785,66940
2025-09-08 14:00:00,102.382,102.392,102.376,102.384,3993,66782
2025-09-08 15:00:00,102.384,102.412,102.384,102.398,10309,66913
2025-09-08 15:15:00,102.396,102.404,102.396,102.396,3,66797
2025-09-09 10:30:00,102.386,102.402,102.384,102.396,8341,67448
2025-09-09 11:30:00,102.394,102.394,102.38,102.384,5296,67237
2025-09-09 14:00:00,102.384,102.4,102.38,102.386,4833,67032
2025-09-09 15:00:00,102.386,102.402,102.382,102.384,4389,66479
2025-09-09 15:15:00,102.386,102.386,102.378,102.378,6,66366
