BOND_CODE,BOND_SYMBOL,TRADE_DATE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,VOLUME,PURE_BOND_VALUE,CONVERT_VALUE,PURE_BOND_PREMIUM_RATE,CONVERT_PREMIUM_RATE
113013,sh113013,2017-11-16,117.67,118.21,117.43,117.51,253620,83.2506,97.5248,41.1521,20.4925
113013,sh113013,2017-11-17,117.01,117.8,116.06,117.16,1218030,83.1831,100.5941,40.8459,16.4681
113013,sh113013,2017-11-20,116.51,117.0,115.51,116.12,635970,83.177,100.0495,39.606,16.0625
113013,sh113013,2017-11-21,116.19,119.9,115.82,117.51,2411470,83.1158,102.7723,41.381,14.3402
113013,sh113013,2017-11-22,117.28,118.82,117.15,117.51,561690,82.7844,103.2673,41.947,13.792
113013,sh113013,2017-11-23,117.36,118.0,115.28,115.8,435230,82.548,100.5941,40.282,15.1161
113013,sh113013,2017-11-24,115.8,116.02,115.16,115.99,344550,82.5804,100.8416,40.4571,15.022
113013,sh113013,2017-11-27,115.6,116.0,114.63,115.36,672330,82.4278,101.0396,39.9528,14.1731
113013,sh113013,2017-11-28,115.02,115.45,113.98,114.62,413160,82.2955,100.9901,39.2785,13.4963
113013,sh113013,2017-11-29,114.62,114.62,109.5,112.3,2452610,82.3278,100.1485,36.406,12.1335
113013,sh113013,2017-11-30,111.64,112.5,110.5,111.89,1318080,82.4197,100.099,35.7563,11.7793
113013,sh113013,2017-12-01,111.79,111.89,109.2,109.49,1160590,82.4868,99.901,32.7365,9.5985
113013,sh113013,2017-12-04,109.51,109.51,107.41,107.63,1391930,82.6716,98.8614,30.1897,8.8696
113013,sh113013,2017-12-05,107.52,109.01,106.5,108.8,1786890,82.7902,101.1386,31.4165,7.5751
113013,sh113013,2017-12-06,108.5,108.98,108.06,108.62,1413970,82.7036,100.5941,31.3364,7.9785
113013,sh113013,2017-12-07,108.3,108.78,108.28,108.59,553270,82.7387,100.0,31.2445,8.59
113013,sh113013,2017-12-08,108.6,109.8,108.59,109.56,1328710,82.8299,99.0099,32.2711,10.6556
113013,sh113013,2017-12-11,109.86,109.86,108.43,109.42,1051350,82.8773,98.8614,32.0264,10.6802
113013,sh113013,2017-12-12,109.32,109.33,108.35,108.58,281380,82.8635,96.9802,31.0348,11.961
113013,sh113013,2017-12-13,108.44,108.59,107.31,107.51,717960,82.7807,96.0396,29.8732,11.9434
113013,sh113013,2017-12-14,107.36,107.51,104.47,104.83,4088720,82.6646,94.6535,26.8136,10.7514
113013,sh113013,2017-12-15,104.96,105.71,104.73,105.0,2114330,82.6308,94.4059,26.8655,11.0417
113013,sh113013,2017-12-18,105.0,105.8,104.47,104.9,1059640,82.6397,94.604,26.9365,10.8833
113013,sh113013,2017-12-19,104.81,106.01,104.81,105.81,816160,82.5801,94.6535,27.0282,10.8253
113013,sh113013,2017-12-20,105.82,106.15,105.0,105.05,651110,82.6578,94.4059,27.0903,11.2748
113013,sh113013,2017-12-21,105.03,106.19,104.9,106.1,714250,82.6147,94.4554,28.4274,12.3281
113013,sh113013,2017-12-22,106.15,106.6,105.86,106.0,460770,82.6329,93.4653,28.2781,13.411
113013,sh113013,2017-12-25,105.9,106.51,105.61,105.68,466890,82.5734,92.0792,27.9831,14.7708
113013,sh113013,2017-12-26,105.6,106.8,105.6,106.17,439980,82.6031,92.9703,28.5303,14.1978
113013,sh113013,2017-12-27,106.17,106.3,104.82,105.0,365250,82.5588,92.2277,27.1821,13.8486
113013,sh113013,2017-12-28,105.43,105.65,104.5,104.66,513880,82.5341,92.2772,26.8082,13.4191
113013,sh113013,2017-12-29,104.63,105.24,104.63,104.97,769460,82.5443,91.6832,27.1681,14.4921
113013,sh113013,2018-01-02,104.98,106.48,104.97,105.93,1451250,82.4855,92.7228,28.4226,14.2438
113013,sh113013,2018-01-03,105.99,108.88,105.99,108.7,1796760,82.4387,94.9505,31.8555,14.4807
113013,sh113013,2018-01-04,108.83,109.25,108.35,108.5,515300,82.4344,94.5545,31.6197,14.7487
113013,sh113013,2018-01-05,108.73,110.05,108.55,109.82,1356630,82.654,94.6535,32.8671,16.0232
113013,sh113013,2018-01-08,110.3,111.68,109.95,111.07,2343900,82.5803,96.3366,34.4994,15.2936
113013,sh113013,2018-01-09,111.06,111.76,110.68,110.9,908720,82.6862,95.5446,34.1216,16.0715
113013,sh113013,2018-01-10,111.15,111.25,109.0,110.5,1251800,82.6023,94.8515,33.7735,16.4979
113013,sh113013,2018-01-11,110.5,110.5,109.49,109.76,305800,82.4813,94.901,33.0726,15.6574
113013,sh113013,2018-01-12,109.94,111.35,109.88,110.3,279790,82.547,94.802,33.6208,16.3478
113013,sh113013,2018-01-15,110.3,110.38,108.0,108.02,541100,82.5997,93.3663,30.7754,15.6948
113013,sh113013,2018-01-16,108.38,110.38,107.92,110.26,206750,82.5739,95.3465,33.5289,15.6413
113013,sh113013,2018-01-17,110.65,113.29,110.65,111.7,2354030,82.5562,97.5248,35.3017,14.535
113013,sh113013,2018-01-18,112.03,113.7,112.03,113.5,1199260,82.6419,98.7129,37.3395,14.9799
113013,sh113013,2018-01-19,114.44,118.45,114.44,116.03,2849420,82.6214,101.0891,40.4358,14.7799
113013,sh113013,2018-01-22,116.76,118.45,115.74,118.09,1181620,82.651,101.1386,42.8778,16.7605
113013,sh113013,2018-01-23,118.5,119.77,118.01,118.51,3337610,82.6839,102.5248,43.3291,15.5916
113013,sh113013,2018-01-24,118.7,123.28,118.7,123.1,4222280,82.7773,105.8416,48.7122,16.3059
113013,sh113013,2018-01-25,123.1,123.21,120.07,121.79,2375870,82.7203,103.3168,47.231,17.8801
113013,sh113013,2018-01-26,121.1,123.0,120.0,121.73,1266240,82.6707,102.7723,47.2469,18.4463
113013,sh113013,2018-01-29,121.88,122.48,116.6,117.18,1699800,82.6898,100.8416,41.7103,16.2021
113013,sh113013,2018-01-30,117.2,117.71,114.0,114.0,3118440,82.6983,99.2079,37.8505,14.9102
113013,sh113013,2018-01-31,114.0,117.0,113.25,115.95,1984960,82.7423,99.3564,40.1338,16.701
113013,sh113013,2018-02-01,116.1,117.8,114.6,115.51,1402210,82.7515,100.6436,39.5866,14.7714
113013,sh113013,2018-02-02,115.51,116.5,114.01,115.7,1331980,82.8223,99.604,39.6966,16.16
113013,sh113013,2018-02-05,115.69,118.45,115.06,117.61,1523430,82.8498,100.1485,41.9557,17.4356
113013,sh113013,2018-02-06,114.5,116.5,114.02,115.2,1830520,82.9073,96.7822,38.9503,19.0302
113013,sh113013,2018-02-07,116.06,117.85,113.95,113.95,1125940,82.9215,95.0495,37.4191,19.8849
113013,sh113013,2018-02-08,113.39,114.4,110.99,111.7,1868410,83.0687,94.1089,34.4669,18.6923
113013,sh113013,2018-02-09,110.7,110.7,105.73,107.04,4002790,83.0502,86.1881,28.8859,24.1935
113013,sh113013,2018-02-12,107.88,108.4,105.9,107.6,1652750,83.0862,85.099,29.5041,26.441
113013,sh113013,2018-02-13,108.78,109.8,108.0,108.08,2841480,83.0522,86.4851,30.135,24.9694
113013,sh113013,2018-02-14,108.31,108.7,107.35,108.5,512250,83.0367,87.0297,30.6652,24.6701
113013,sh113013,2018-02-22,109.5,109.99,107.5,107.71,2280830,83.2392,87.1782,29.3982,23.5515
113013,sh113013,2018-02-23,107.85,109.88,107.8,108.99,1953370,83.3357,87.8713,30.7843,24.0337
113013,sh113013,2018-02-26,109.96,112.2,109.12,111.38,1666350,83.5212,90.7921,33.3553,22.6759
113013,sh113013,2018-02-27,111.61,111.61,109.9,110.09,960070,83.6523,89.0099,31.6042,23.6829
113013,sh113013,2018-02-28,110.09,110.66,108.49,109.3,1264300,83.749,88.3168,30.5091,23.759
113013,sh113013,2018-03-01,109.3,110.0,108.72,108.75,776430,83.9204,88.5644,29.5871,22.7921
113013,sh113013,2018-03-02,108.75,108.77,106.78,106.93,1009130,83.9471,87.7723,27.3779,21.8266
113013,sh113013,2018-03-05,106.93,107.95,106.33,106.42,672140,83.9783,87.5743,26.7233,21.5197
113013,sh113013,2018-03-06,106.98,109.3,106.8,109.15,1443340,83.9248,89.2079,30.0569,22.3546
113013,sh113013,2018-03-07,109.12,109.93,108.4,108.43,460790,83.9811,88.2178,29.1124,22.9117
113013,sh113013,2018-03-08,108.6,108.9,106.99,108.1,713120,84.0954,88.6139,28.5445,21.9899
113013,sh113013,2018-03-09,108.2,109.84,107.7,109.69,1117320,84.1016,90.0495,30.4255,21.8108
113013,sh113013,2018-03-12,110.0,110.77,108.0,109.45,1539390,84.1246,91.3366,30.1047,19.8314
113013,sh113013,2018-03-13,109.71,109.76,107.95,107.98,634820,84.0599,89.3564,28.4561,20.8419
113013,sh113013,2018-03-14,107.98,108.24,105.9,106.55,2023770,84.0256,89.1089,26.8066,19.5728
113013,sh113013,2018-03-15,106.45,107.28,106.4,106.69,240000,84.084,89.2079,26.8851,19.597
113013,sh113013,2018-03-16,106.83,107.66,106.78,107.1,637180,84.1087,87.4752,27.3352,22.4346
113013,sh113013,2018-03-19,107.19,107.55,107.19,107.44,655950,84.1165,87.7723,27.7276,22.4077
113013,sh113013,2018-03-20,107.47,108.7,107.17,107.7,639620,84.1918,87.7228,27.9222,22.7731
113013,sh113013,2018-03-21,108.0,109.78,107.9,108.32,1117670,84.3233,87.8218,28.458,23.3407
113013,sh113013,2018-03-22,108.8,109.29,107.5,107.62,532440,84.3673,87.4257,27.5613,23.0988
113013,sh113013,2018-03-23,106.8,107.45,105.72,105.9,1319020,84.4019,82.5248,25.471,28.3251
113013,sh113013,2018-03-26,106.0,106.51,105.7,106.07,490710,84.5304,83.3168,25.4814,27.3092
113013,sh113013,2018-03-27,106.86,107.6,106.86,107.0,581300,84.6539,84.3564,26.397,26.8427
113013,sh113013,2018-03-28,106.89,107.51,106.66,106.87,342100,84.7207,83.0693,26.144,28.6516
113013,sh113013,2018-03-29,107.2,108.8,106.95,108.59,791400,84.8255,84.604,28.0157,28.351
113013,sh113013,2018-03-30,108.7,108.81,108.11,108.32,596020,84.9581,84.4554,27.4981,28.257
113013,sh113013,2018-04-02,108.4,109.74,108.25,109.04,1209910,85.0565,85.099,28.1972,28.1331
113013,sh113013,2018-04-03,108.5,109.45,108.5,108.85,319690,85.145,85.099,27.8407,27.9098
113013,sh113013,2018-04-04,109.0,109.98,108.98,109.38,479190,85.207,84.703,28.3698,29.1336
113013,sh113013,2018-04-09,109.31,109.99,108.85,109.4,348580,85.5184,85.396,27.9257,28.109
113013,sh113013,2018-04-10,109.21,110.77,109.21,109.5,1317740,85.6544,87.0792,27.8393,25.7476
113013,sh113013,2018-04-11,109.8,109.8,108.0,108.15,818710,85.515,86.9802,26.469,24.3386
113013,sh113013,2018-04-12,108.16,109.0,108.15,108.16,313220,85.6679,86.4851,26.255,25.0619
113013,sh113013,2018-04-13,108.19,108.66,107.53,107.89,376700,85.6598,85.7426,25.9517,25.8301
113013,sh113013,2018-04-16,107.99,108.19,105.9,106.2,377250,85.9349,84.3564,23.582,25.8944
113013,sh113013,2018-04-17,106.49,107.74,106.32,106.8,749330,86.1047,85.8416,24.035,24.4152
113013,sh113013,2018-04-18,107.49,108.51,106.8,108.11,963770,86.9579,87.1287,24.3245,24.0808
113013,sh113013,2018-04-19,108.2,108.7,108.0,108.24,287630,87.0488,87.3762,24.3441,23.8781
113013,sh113013,2018-04-20,108.1,108.25,107.01,107.35,134490,87.074,84.2574,23.2859,27.4072
113013,sh113013,2018-04-23,107.2,108.1,106.03,107.0,319590,87.0164,86.3366,22.9654,23.9335
113013,sh113013,2018-04-24,107.2,108.77,107.07,108.62,508850,86.997,88.0693,24.8549,23.3347
113013,sh113013,2018-04-25,108.59,108.93,108.25,108.8,105830,87.0995,87.5248,24.9146,24.3077
113013,sh113013,2018-04-26,108.86,109.3,108.5,108.68,53420,86.7689,86.0396,25.2522,26.3139
113013,sh113013,2018-04-27,108.7,109.5,108.5,108.84,470080,86.6793,87.3762,25.5663,24.5648
113013,sh113013,2018-05-02,109.01,109.84,108.69,108.7,119850,86.6593,87.1287,25.4337,24.758
113013,sh113013,2018-05-03,108.7,109.6,108.7,109.07,492420,86.6045,88.6139,25.9403,23.0846
113013,sh113013,2018-05-04,109.0,109.8,109.0,109.45,281750,86.518,88.0693,26.5055,24.2771
113013,sh113013,2018-05-07,109.82,110.82,109.3,110.81,515880,86.5068,89.2574,28.094,24.1465
113013,sh113013,2018-05-08,110.7,111.84,110.45,111.0,884860,86.4368,89.1089,28.4176,24.5667
113013,sh113013,2018-05-09,111.29,111.7,110.08,110.3,234710,86.3432,88.4158,27.746,24.7514
113013,sh113013,2018-05-10,110.4,110.7,109.62,110.03,328550,86.2635,88.8119,27.551,23.8911
113013,sh113013,2018-05-11,109.9,110.01,109.66,109.77,179190,86.2677,88.0693,27.2434,24.6405
113013,sh113013,2018-05-14,109.77,109.9,108.81,108.9,313390,86.2919,87.9703,26.1995,23.7918
113013,sh113013,2018-05-15,108.82,109.2,108.3,108.4,284770,86.1948,87.4257,25.7617,23.9909
113013,sh113013,2018-05-16,108.4,108.53,108.31,108.35,267870,86.2055,86.6337,25.688,25.0669
113013,sh113013,2018-05-17,108.31,108.5,107.69,107.81,514730,86.3408,85.8911,24.8656,25.5194
113013,sh113013,2018-05-18,107.71,108.7,107.51,108.64,779850,86.3631,87.0297,25.7944,24.8309
113013,sh113013,2018-05-21,108.72,108.85,108.0,108.22,292420,86.5144,87.4257,25.089,23.7851
113013,sh113013,2018-05-22,108.24,108.39,107.8,107.9,160460,86.6039,86.7822,24.5902,24.3343
113013,sh113013,2018-05-23,107.75,107.95,107.2,107.2,305310,86.7418,85.7426,23.5851,25.0254
113013,sh113013,2018-05-24,107.29,107.44,106.86,107.01,234080,86.8778,85.0,23.173,25.8941
113013,sh113013,2018-05-25,107.02,107.2,106.58,106.89,262020,87.0163,84.2079,22.839,26.9358
113013,sh113013,2018-05-28,106.9,107.3,106.61,107.2,293370,87.1353,84.7525,23.0271,26.486
113013,sh113013,2018-05-29,107.25,107.3,106.2,106.31,216180,87.1177,83.3168,22.0303,27.5973
113013,sh113013,2018-05-30,106.01,106.06,105.3,105.31,537740,87.2314,81.3861,20.7249,29.3955
113013,sh113013,2018-05-31,105.98,106.19,105.45,105.99,596030,87.1918,83.1188,21.5596,27.5163
113013,sh113013,2018-06-01,106.18,106.2,105.4,105.6,336740,87.2112,82.5248,21.0854,27.9616
113013,sh113013,2018-06-04,105.69,105.91,105.25,105.68,242520,87.1245,82.8713,21.2977,27.5231
113013,sh113013,2018-06-05,105.6,105.89,105.04,105.6,162940,87.141,82.8713,21.1829,27.4265
113013,sh113013,2018-06-06,105.8,105.89,104.72,104.74,491440,87.0934,82.6733,20.2616,26.6915
113013,sh113013,2018-06-07,104.9,106.15,104.6,105.39,625480,87.0741,83.0693,21.0349,26.87
113013,sh113013,2018-06-08,105.52,105.54,104.3,104.39,706750,87.1801,81.2376,19.7407,28.4996
113013,sh113013,2018-06-11,104.39,104.9,103.97,103.97,390870,87.1152,81.5842,19.3477,27.439
113013,sh113013,2018-06-12,104.0,104.11,103.86,103.88,461800,87.1154,82.1287,19.2442,26.4844
113013,sh113013,2018-06-13,103.88,104.0,103.7,103.86,296620,87.0519,80.8911,19.3081,28.3949
113013,sh113013,2018-06-14,103.86,104.3,103.65,103.67,333470,87.0632,82.0297,19.0745,26.3811
113013,sh113013,2018-06-15,103.65,103.91,103.51,103.54,298830,87.1711,81.2376,18.7779,27.4533
113013,sh113013,2018-06-19,103.54,103.54,101.17,101.73,560930,87.1986,75.5446,16.6647,34.6623
113013,sh113013,2018-06-20,101.84,102.49,101.71,102.28,483820,87.2315,75.198,17.2512,36.0142
113013,sh113013,2018-06-21,102.29,102.31,101.75,101.8,755920,87.2701,73.2178,16.6493,39.0372
113013,sh113013,2018-06-22,101.8,101.95,101.18,101.48,731740,87.3415,74.3564,16.199,36.4912
113013,sh113013,2018-06-25,101.5,102.3,100.72,100.9,561880,87.4058,72.6238,15.4385,38.9352
113013,sh113013,2018-06-26,100.97,100.97,100.33,100.58,645690,87.3772,73.1188,15.1102,37.5569
113013,sh113013,2018-06-27,100.58,100.6,99.97,100.06,709780,87.4363,72.7228,14.4376,37.591
113013,sh113013,2018-06-28,100.37,100.9,99.95,100.19,758170,87.612,73.5644,14.3565,36.1937
113013,sh113013,2018-06-29,100.19,101.65,99.91,101.47,681840,87.8938,74.4444,15.4461,36.303
113013,sh113013,2018-07-02,101.47,102.0,100.0,101.07,313440,88.1032,72.7778,14.7177,38.8748
113013,sh113013,2018-07-03,100.3,102.66,100.3,101.57,551530,88.3245,73.3838,14.9964,38.4092
113013,sh113013,2018-07-04,102.44,102.44,101.2,101.55,351730,88.388,72.1717,14.8911,40.7061
113013,sh113013,2018-07-05,101.97,101.97,101.23,101.49,435210,88.4749,71.3636,14.7105,42.2153
113013,sh113013,2018-07-06,101.74,101.74,100.64,100.95,816560,88.4445,71.2121,14.1394,41.7596
113013,sh113013,2018-07-09,101.75,102.65,101.15,102.5,272110,88.2929,73.0303,16.0909,40.3527
113013,sh113013,2018-07-10,102.33,102.33,101.8,101.94,540440,88.1976,73.3333,15.5814,39.0091
113013,sh113013,2018-07-11,101.49,101.9,101.35,101.7,542270,88.1622,71.4646,15.3555,42.3081
113013,sh113013,2018-07-12,101.3,103.3,101.3,102.66,440770,88.1681,73.6869,16.4367,39.3193
