datetime,open,high,low,close,volume,openinterest
2023-04-21 00:00:00,96.09,96.28,96.01,96.21,11587,4556
2023-04-24 00:00:00,96.28,96.41,96.26,96.37,4385,5430
2023-04-25 00:00:00,96.4,96.48,96.32,96.4,7308,6115
2023-04-26 00:00:00,96.44,96.51,96.38,96.43,5745,6419
2023-04-27 00:00:00,96.57,96.79,96.47,96.79,4479,6411
2023-04-28 00:00:00,96.79,96.79,96.55,96.64,4379,6370
2023-05-04 00:00:00,96.89,97.1,96.89,97.1,4220,6731
2023-05-05 00:00:00,97.16,97.57,97.13,97.45,5865,7262
2023-05-08 00:00:00,97.38,97.38,97.05,97.1,5165,7548
2023-05-09 00:00:00,97.15,97.23,97.08,97.17,5418,7501
2023-05-10 00:00:00,97.31,97.41,97.25,97.27,6545,7294
2023-05-11 00:00:00,97.51,97.69,97.4,97.45,4683,6556
2023-05-12 00:00:00,97.29,97.41,97.24,97.35,6230,6166
2023-05-15 00:00:00,97.26,97.4,97.12,97.23,3779,5713
2023-05-16 00:00:00,97.23,97.29,97.09,97.26,3187,4943
2023-05-17 00:00:00,97.29,97.35,97.11,97.21,1931,4535
2023-05-18 00:00:00,97.11,97.18,96.97,97.17,2078,4092
2023-05-19 00:00:00,96.83,97.0,96.79,96.97,5917,8538
2023-05-22 00:00:00,96.97,97.06,96.89,96.96,6401,8883
2023-05-23 00:00:00,97.01,97.24,97.01,97.15,5062,9249
2023-05-24 00:00:00,97.12,97.26,97.07,97.19,4825,9529
2023-05-25 00:00:00,97.16,97.18,96.96,97.04,6307,9929
2023-05-26 00:00:00,96.99,97.09,96.74,96.81,6532,10062
2023-05-29 00:00:00,96.71,96.99,96.7,96.99,6163,10116
2023-05-30 00:00:00,97.06,97.09,96.85,96.87,4583,10453
2023-05-31 00:00:00,96.92,97.06,96.86,97.06,5638,11023
2023-06-01 00:00:00,97.13,97.26,97.02,97.19,6550,11807
2023-06-02 00:00:00,97.13,97.16,96.63,96.7,7840,11735
2023-06-05 00:00:00,96.81,96.98,96.75,96.92,6881,12492
2023-06-06 00:00:00,96.97,97.08,96.9,97.07,5768,12628
2023-06-07 00:00:00,97.07,97.27,97.03,97.23,7788,12550
2023-06-08 00:00:00,97.22,97.22,97.08,97.15,7189,12460
2023-06-09 00:00:00,97.12,97.65,97.12,97.52,11007,13416
2023-06-12 00:00:00,97.56,97.74,97.53,97.62,7456,13832
2023-06-13 00:00:00,97.82,98.21,97.79,98.04,12246,15992
2023-06-14 00:00:00,98.44,98.51,98.18,98.33,12240,16232
2023-06-15 00:00:00,98.18,98.2,97.67,97.76,11949,16284
2023-06-16 00:00:00,97.64,97.71,97.13,97.38,16908,15778
2023-06-19 00:00:00,97.38,97.42,96.96,97.15,14627,16378
2023-06-20 00:00:00,97.22,97.43,97.21,97.36,10992,16418
2023-06-21 00:00:00,97.46,97.59,97.37,97.5,11569,15996
2023-06-26 00:00:00,97.6,97.75,97.55,97.7,11727,16279
2023-06-27 00:00:00,97.6,97.66,97.42,97.56,11122,16383
2023-06-28 00:00:00,97.64,97.79,97.6,97.78,10086,16054
2023-06-29 00:00:00,97.68,97.93,97.61,97.82,10206,17040
2023-06-30 00:00:00,97.94,98.11,97.82,98.1,10158,16839
2023-07-03 00:00:00,98.0,98.05,97.84,97.92,9074,17072
2023-07-04 00:00:00,97.9,98.13,97.36,97.71,12156,17314
2023-07-05 00:00:00,97.88,98.05,97.77,98.04,8216,17388
2023-07-06 00:00:00,98.03,98.12,97.88,97.97,12581,18224
2023-07-07 00:00:00,98.03,98.17,97.98,98.11,11898,17593
2023-07-10 00:00:00,98.09,98.29,97.94,98.28,12884,18350
2023-07-11 00:00:00,98.34,98.5,98.3,98.35,13144,18500
2023-07-12 00:00:00,98.36,98.49,98.27,98.49,13385,18222
2023-07-13 00:00:00,98.47,98.55,98.37,98.4,11866,17952
2023-07-14 00:00:00,98.36,98.53,98.22,98.37,16850,18061
2023-07-17 00:00:00,98.35,98.64,98.31,98.64,12033,18036
2023-07-18 00:00:00,98.68,98.89,98.64,98.79,12851,17894
2023-07-19 00:00:00,98.88,98.88,98.7,98.74,11397,17912
2023-07-20 00:00:00,98.69,98.92,98.57,98.86,11840,18833
2023-07-21 00:00:00,98.97,99.32,98.97,99.27,13430,19484
2023-07-24 00:00:00,99.4,99.59,99.29,99.54,10739,20469
2023-07-25 00:00:00,98.78,99.0,98.61,98.65,18773,19634
2023-07-26 00:00:00,98.72,99.15,98.68,99.1,16906,19828
2023-07-27 00:00:00,99.17,99.39,99.12,99.26,14930,19069
2023-07-28 00:00:00,99.31,99.4,98.98,99.1,15250,19242
2023-07-31 00:00:00,98.63,99.04,98.63,98.98,16026,18575
2023-08-01 00:00:00,99.06,99.24,99.01,99.05,13805,18326
2023-08-02 00:00:00,99.18,99.3,99.15,99.2,11064,17606
2023-08-03 00:00:00,99.25,99.43,99.25,99.37,12293,17439
2023-08-04 00:00:00,99.28,99.59,99.2,99.47,15606,17062
2023-08-07 00:00:00,99.48,99.55,99.41,99.54,10506,16157
2023-08-08 00:00:00,99.57,99.59,99.43,99.48,13186,14895
2023-08-09 00:00:00,99.5,99.55,99.45,99.53,11836,14011
2023-08-10 00:00:00,99.48,99.53,99.4,99.44,14297,13582
2023-08-11 00:00:00,99.48,99.62,99.45,99.55,12648,13129
2023-08-14 00:00:00,99.81,99.99,99.79,99.86,10105,12095
2023-08-15 00:00:00,100.2,100.83,100.2,100.56,12974,11229
2023-08-16 00:00:00,100.7,100.86,100.63,100.79,10286,10688
2023-08-17 00:00:00,100.77,100.79,100.48,100.49,13504,9457
2023-08-18 00:00:00,100.45,100.8,100.45,100.76,8140,9093
2023-08-21 00:00:00,100.6,101.37,100.59,101.16,21405,22228
2023-08-22 00:00:00,101.11,101.32,100.93,101.13,21256,23017
2023-08-23 00:00:00,101.05,101.25,101.05,101.22,15535,23785
2023-08-24 00:00:00,101.28,101.4,101.22,101.36,15335,25388
2023-08-25 00:00:00,101.36,101.47,101.01,101.11,19038,25437
2023-08-28 00:00:00,100.45,101.1,100.4,101.03,18682,27579
2023-08-29 00:00:00,101.09,101.09,100.63,100.78,21831,28072
2023-08-30 00:00:00,100.71,101.07,100.67,100.8,23723,28540
2023-08-31 00:00:00,100.88,101.0,100.74,100.87,19195,29046
2023-09-01 00:00:00,100.67,100.78,100.32,100.39,20826,31308
